Time,CPU usage (%),Mem usage (MB), VM usage (MB)
2017/3/28 9:43:44,18,73.22,100.25
2017/3/28 9:43:44,18,73.22,100.25
2017/3/28 9:43:44,18,73.22,100.25
2017/3/28 9:43:44,21,73.22,100.25
2017/3/28 9:43:44,21,73.22,100.25
2017/3/28 9:43:45,21,73.22,100.25
2017/3/28 9:43:45,21,73.22,100.25
2017/3/28 9:43:45,21,73.22,100.25
2017/3/28 9:43:45,17,73.22,100.25
2017/3/28 9:43:45,17,73.22,100.25
2017/3/28 9:43:46,17,73.22,100.25
2017/3/28 9:43:46,17,73.22,100.25
2017/3/28 9:43:46,17,73.22,100.25
2017/3/28 9:43:46,19,73.22,100.25
2017/3/28 9:43:47,19,73.22,100.25
2017/3/28 9:43:47,19,73.22,100.25
2017/3/28 9:43:47,21,73.22,100.25
2017/3/28 9:43:47,21,73.22,100.25
2017/3/28 9:43:47,21,73.22,100.25
2017/3/28 9:43:48,21,73.22,100.25
2017/3/28 9:43:48,21,73.25,100.29
2017/3/28 9:43:48,21,73.26,100.29
2017/3/28 9:43:48,21,73.26,100.29
2017/3/28 9:43:48,21,73.29,100.36
2017/3/28 9:43:49,21,73.29,100.36
2017/3/28 9:43:49,21,73.29,100.36
2017/3/28 9:43:49,21,73.29,100.36
2017/3/28 9:43:49,20,73.29,100.36
2017/3/28 9:43:49,20,73.29,100.36
2017/3/28 9:43:50,20,73.29,100.36
2017/3/28 9:43:50,20,73.3,100.36
2017/3/28 9:43:50,21,73.3,100.36
2017/3/28 9:43:50,21,73.3,100.36
2017/3/28 9:43:50,21,73.3,100.36
2017/3/28 9:43:51,21,73.3,100.36
2017/3/28 9:43:51,21,73.3,100.36
2017/3/28 9:43:51,21,73.3,100.36
2017/3/28 9:43:51,21,73.3,100.36
2017/3/28 9:43:52,21,73.3,100.36
2017/3/28 9:43:52,21,73.3,100.36
2017/3/28 9:43:52,21,73.3,100.36
2017/3/28 9:43:52,21,73.3,100.36
2017/3/28 9:43:52,18,73.29,100.36
2017/3/28 9:43:52,18,73.29,100.36
2017/3/28 9:43:53,18,73.29,100.36
2017/3/28 9:43:53,18,73.29,100.36
2017/3/28 9:43:53,18,73.26,100.31
2017/3/28 9:43:53,19,73.26,100.31
2017/3/28 9:43:53,19,73.26,100.31
2017/3/28 9:43:53,19,73.26,100.31
2017/3/28 9:43:54,19,73.26,100.31
2017/3/28 9:43:54,19,73.26,100.31
2017/3/28 9:43:54,21,73.26,100.31
2017/3/28 9:43:55,21,73.26,100.31
2017/3/28 9:43:55,21,73.26,100.31
2017/3/28 9:43:55,21,73.26,100.31
2017/3/28 9:43:55,21,73.26,100.31
2017/3/28 9:43:55,19,73.26,100.31
2017/3/28 9:43:55,19,73.26,100.31
2017/3/28 9:43:56,19,73.26,100.31
2017/3/28 9:43:56,19,73.26,100.31
2017/3/28 9:43:56,19,73.26,100.31
2017/3/28 9:43:56,20,73.26,100.31
2017/3/28 9:43:56,20,73.26,100.31
2017/3/28 9:43:56,20,73.26,100.31
2017/3/28 9:43:57,20,73.26,100.31
2017/3/28 9:43:57,20,73.25,100.29
2017/3/28 9:43:57,22,73.25,100.29
2017/3/28 9:43:57,22,73.25,100.29
2017/3/28 9:43:58,22,73.25,100.29
2017/3/28 9:43:58,22,73.25,100.29
2017/3/28 9:43:58,22,73.28,100.32
2017/3/28 9:43:58,22,73.28,100.33
2017/3/28 9:43:58,17,73.28,100.33
2017/3/28 9:43:58,17,73.29,100.33
2017/3/28 9:43:59,17,73.29,100.33
2017/3/28 9:43:59,17,73.29,100.33
2017/3/28 9:43:59,19,73.29,100.33
2017/3/28 9:43:59,19,73.29,100.33
2017/3/28 9:43:59,19,73.29,100.33
2017/3/28 9:43:59,19,73.29,100.33
2017/3/28 9:44:00,19,73.29,100.33
2017/3/28 9:44:00,19,73.29,100.33
2017/3/28 9:44:00,19,73.29,100.33
2017/3/28 9:44:00,19,73.29,100.33
2017/3/28 9:44:01,19,73.29,100.33
2017/3/28 9:44:01,19,73.29,100.33
2017/3/28 9:44:01,19,73.29,100.33
2017/3/28 9:44:01,19,73.29,100.33
2017/3/28 9:44:01,18,73.27,100.32
2017/3/28 9:44:01,18,73.27,100.32
2017/3/28 9:44:02,18,73.27,100.32
2017/3/28 9:44:02,18,73.27,100.32
2017/3/28 9:44:02,18,73.27,100.32
2017/3/28 9:44:02,18,73.27,100.32
2017/3/28 9:44:02,18,73.29,100.34
2017/3/28 9:44:03,18,73.29,100.35
2017/3/28 9:44:03,18,73.29,100.35
2017/3/28 9:44:03,18,73.27,100.31
2017/3/28 9:44:03,19,73.27,100.31
2017/3/28 9:44:03,19,73.27,100.31
2017/3/28 9:44:04,19,73.27,100.31
2017/3/28 9:44:04,19,73.27,100.31
2017/3/28 9:44:04,19,73.27,100.31
2017/3/28 9:44:04,19,73.27,100.31
2017/3/28 9:44:04,18,73.27,100.31
2017/3/28 9:44:04,18,73.27,100.31
2017/3/28 9:44:05,18,73.27,100.31
2017/3/28 9:44:05,18,73.27,100.31
2017/3/28 9:44:05,19,73.27,100.31
2017/3/28 9:44:05,19,73.27,100.31
2017/3/28 9:44:06,19,73.27,100.31
2017/3/28 9:44:06,19,73.27,100.31
2017/3/28 9:44:06,19,73.27,100.31
2017/3/28 9:44:06,18,73.27,100.31
2017/3/28 9:44:06,18,73.27,100.31
2017/3/28 9:44:07,18,73.27,100.31
2017/3/28 9:44:07,18,73.27,100.31
2017/3/28 9:44:07,18,73.27,100.31
2017/3/28 9:44:07,18,73.28,100.31
2017/3/28 9:44:07,23,73.28,100.31
2017/3/28 9:44:08,23,73.28,100.31
2017/3/28 9:44:08,23,73.28,100.31
2017/3/28 9:44:08,23,72.81,100.33
2017/3/28 9:44:08,20,73.3,100.33
2017/3/28 9:44:08,20,73.3,100.33
2017/3/28 9:44:08,20,73.3,100.33
2017/3/28 9:44:09,20,73.3,100.33
2017/3/28 9:44:09,20,73.3,100.33
2017/3/28 9:44:09,20,73.3,100.33
2017/3/28 9:44:09,17,73.3,100.33
2017/3/28 9:44:09,17,73.3,100.33
2017/3/28 9:44:10,17,73.3,100.33
2017/3/28 9:44:10,17,73.3,100.33
2017/3/28 9:44:10,17,73.3,100.33
2017/3/28 9:44:10,17,73.3,100.33
2017/3/28 9:44:10,20,73.3,100.33
2017/3/28 9:44:11,20,73.3,100.33
2017/3/28 9:44:11,20,73.3,100.33
2017/3/28 9:44:11,20,73.3,100.33
2017/3/28 9:44:11,19,73.3,100.33
2017/3/28 9:44:11,19,73.3,100.33
2017/3/28 9:44:11,19,73.3,100.33
2017/3/28 9:44:12,19,73.3,100.33
2017/3/28 9:44:12,19,73.3,100.33
2017/3/28 9:44:12,19,73.3,100.33
2017/3/28 9:44:12,19,73.3,100.33
2017/3/28 9:44:12,19,73.3,100.33
2017/3/28 9:44:13,19,73.3,100.33
2017/3/28 9:44:13,19,73.3,100.33
2017/3/28 9:44:13,19,73.29,100.31
2017/3/28 9:44:13,21,73.28,100.29
2017/3/28 9:44:13,21,73.26,100.29
2017/3/28 9:44:14,21,73.26,100.29
2017/3/28 9:44:14,21,73.26,100.29
2017/3/28 9:44:14,21,73.26,100.29
2017/3/28 9:44:14,19,73.26,100.29
2017/3/28 9:44:14,19,73.26,100.29
2017/3/28 9:44:14,19,73.27,100.29
2017/3/28 9:44:15,19,73.27,100.29
2017/3/28 9:44:15,19,73.27,100.29
2017/3/28 9:44:15,21,73.27,100.29
2017/3/28 9:44:15,21,73.27,100.29
2017/3/28 9:44:15,21,73.27,100.29
2017/3/28 9:44:16,21,73.27,100.29
2017/3/28 9:44:16,21,73.27,100.29
2017/3/28 9:44:16,21,73.27,100.29
2017/3/28 9:44:16,21,73.27,100.29
2017/3/28 9:44:16,19,73.27,100.29
2017/3/28 9:44:17,19,73.27,100.29
2017/3/28 9:44:17,19,73.27,100.29
2017/3/28 9:44:17,19,73.27,100.29
