Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801130721239,reliability_addpaperreport,Action,265,2017/8/1 13:07:26,5,Reliability_AddPaperReport:45,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801132032595,reliability_addpaperreport,Action,265,2017/8/1 13:20:37,15,Reliability_AddPaperReport:28,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801132053532,reliability_addpaperreport,Action,265,2017/8/1 13:20:59,17,Reliability_AddPaperReport:2,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801132142176,reliability_addpaperreport,Action,265,2017/8/1 13:21:47,17,Reliability_AddPaperReport:1,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801132152051,reliability_addpaperreport,Action,265,2017/8/1 13:21:57,15,Reliability_AddPaperReport:43,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801132205935,reliability_addpaperreport,Action,265,2017/8/1 13:22:11,16,Reliability_AddPaperReport:40,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801132232893,reliability_addpaperreport,Action,265,2017/8/1 13:22:38,18,Reliability_AddPaperReport:9,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801132233143,reliability_addpaperreport,Action,265,2017/8/1 13:22:38,17,Reliability_AddPaperReport:39,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801133005613,reliability_addpaperreport,Action,265,2017/8/1 13:30:11,22,Reliability_AddPaperReport:20,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801134338541,reliability_addpaperreport,Action,265,2017/8/1 13:43:44,31,Reliability_AddPaperReport:39,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801134635771,reliability_addpaperreport,Action,265,2017/8/1 13:46:41,34,Reliability_AddPaperReport:1,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801134902442,reliability_addpaperreport,Action,265,2017/8/1 13:49:08,35,Reliability_AddPaperReport:41,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801135008757,reliability_addpaperreport,Action,265,2017/8/1 13:50:14,36,Reliability_AddPaperReport:40,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801135008742,reliability_addpaperreport,Action,265,2017/8/1 13:50:14,38,Reliability_AddPaperReport:2,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801135008617,reliability_addpaperreport,Action,265,2017/8/1 13:50:14,36,Reliability_AddPaperReport:21,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801135250706,reliability_addpaperreport,Action,265,2017/8/1 13:52:56,40,Reliability_AddPaperReport:2,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801135424679,reliability_addpaperreport,Action,265,2017/8/1 13:54:30,38,Reliability_AddPaperReport:32,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801135832589,reliability_addpaperreport,Action,265,2017/8/1 13:58:38,42,Reliability_AddPaperReport:18,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801140054787,reliability_addpaperreport,Action,265,2017/8/1 14:01:00,42,Reliability_AddPaperReport:43,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801140338226,reliability_addpaperreport,Action,265,2017/8/1 14:03:43,44,Reliability_AddPaperReport:43,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801140540997,reliability_addpaperreport,Action,265,2017/8/1 14:05:46,48,Reliability_AddPaperReport:17,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801140621962,reliability_addpaperreport,Action,265,2017/8/1 14:06:27,47,Reliability_AddPaperReport:41,localhost,
Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170801140649308,reliability_addpaperreport,Action,265,2017/8/1 14:06:54,48,Reliability_AddPaperReport:21,localhost,
