15 1528174750 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174751 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174752 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174753 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174754 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174760 0.800000 -1.000000 -101.000000 0.000000 0.000000
15 1528174761 0.800000 -1.000000 -101.000000 0.000000 0.000000
15 1528174762 0.800000 -1.000000 -101.000000 0.000000 0.000000
15 1528174763 0.800000 -1.000000 -101.000000 0.000000 0.000000
15 1528174764 0.800000 -1.000000 -101.000000 0.000000 0.000000
15 1528174765 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174766 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174767 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174768 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174769 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174780 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174781 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174782 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174783 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174784 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174795 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174796 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174797 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174798 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174799 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174810 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174811 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174812 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174813 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174814 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174825 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174826 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174827 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174828 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174829 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174840 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174841 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174842 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174843 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174844 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174855 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174856 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174857 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174858 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174859 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174870 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174871 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174872 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174873 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174874 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174885 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174886 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174887 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174888 0.400000 -1.000000 -101.000000 0.000000 0.000000
15 1528174889 0.400000 -1.000000 -101.000000 0.000000 0.000000
