Time,CPU usage (%),Mem usage (MB), VM usage (MB)
2017/3/30 19:55:38,11,171.92,180.22
2017/3/30 19:55:56,14,167.93,180.23
2017/3/30 19:56:14,14,167.46,180.11
2017/3/30 19:56:30,17,169.45,177.98
2017/3/30 19:56:47,17,166.32,180.06
2017/3/30 19:57:03,14,166.86,180.15
2017/3/30 19:57:19,16,171.04,180.16
2017/3/30 19:57:37,17,167.58,180.08
2017/3/30 19:57:54,14,167.65,180.15
2017/3/30 19:58:10,15,171.42,180.14
2017/3/30 19:58:28,16,167.67,180.09
2017/3/30 19:58:45,15,167.44,180.17
2017/3/30 19:59:01,17,171.7,180.04
2017/3/30 19:59:18,14,171.74,180.06
2017/3/30 19:59:34,14,167.54,180.15
2017/3/30 19:59:51,14,167.78,180.06
2017/3/30 20:00:07,18,171.63,180.17
2017/3/30 20:00:23,12,167.96,180.18
2017/3/30 20:00:41,13,172.07,180.2
2017/3/30 20:01:00,16,171.96,180.34
2017/3/30 20:01:18,10,168.13,180.33
2017/3/30 20:01:36,12,168.08,180.27
2017/3/30 20:01:55,17,171.89,180.41
2017/3/30 20:02:13,16,168.24,180.42
2017/3/30 20:02:31,10,171.04,179.72
2017/3/30 20:02:49,16,167.82,180.14
2017/3/30 20:03:07,16,167.76,180.06
2017/3/30 20:03:25,19,171.54,180.15
2017/3/30 20:03:42,14,168.15,180.73
2017/3/30 20:03:58,12,168.1,180.66
2017/3/30 20:04:14,17,171.74,180.66
2017/3/30 20:04:31,10,172.18,180.76
2017/3/30 20:04:48,18,171.81,180.68
2017/3/30 20:05:04,8,168.2,180.77
2017/3/30 20:05:23,16,168.2,180.75
2017/3/30 20:05:41,18,167.92,180.78
2017/3/30 20:05:57,19,172.16,180.72
2017/3/30 20:06:14,13,171.91,180.63
2017/3/30 20:06:32,17,167.72,180.76
2017/3/30 20:06:50,14,172.03,180.74
2017/3/30 20:07:07,14,167.67,180.65
2017/3/30 20:07:23,15,168.07,180.74
2017/3/30 20:07:40,16,172.16,180.79
2017/3/30 20:07:56,17,171.47,180.09
2017/3/30 20:08:12,15,168.49,181.11
2017/3/30 20:08:29,10,168.68,181.53
2017/3/30 20:08:48,11,173.01,181.53
2017/3/30 20:09:06,15,168.62,181.15
2017/3/30 20:09:24,14,172.18,180.82
2017/3/30 20:09:41,19,170.63,179.27
2017/3/30 20:09:57,13,168.45,181.59
2017/3/30 20:10:13,18,169.09,181.54
2017/3/30 20:10:29,15,168.88,181.63
2017/3/30 20:10:47,18,173.25,181.61
2017/3/30 20:11:05,16,169.46,181.7
2017/3/30 20:11:24,12,173.03,181.7
2017/3/30 20:11:42,14,169.53,181.8
2017/3/30 20:12:01,15,169.58,181.87
2017/3/30 20:12:18,14,169.29,181.89
2017/3/30 20:12:36,17,173.53,181.8
2017/3/30 20:12:53,17,169.64,181.93
2017/3/30 20:13:09,20,173.58,182.09
2017/3/30 20:13:26,14,169.8,181.98
2017/3/30 20:13:42,18,169.64,182.11
2017/3/30 20:14:00,13,173.87,181.73
2017/3/30 20:14:18,18,173.98,182.11
2017/3/30 20:14:35,15,170.04,182.36
2017/3/30 20:14:53,17,174.65,182.37
2017/3/30 20:15:10,14,174.38,182.39
2017/3/30 20:15:27,16,171.27,182.94
2017/3/30 20:15:46,14,171.28,182.97
2017/3/30 20:16:03,17,175.1,183.07
2017/3/30 20:16:20,17,171.31,183.1
2017/3/30 20:16:37,15,175.46,183.48
2017/3/30 20:16:53,15,175.98,183.68
2017/3/30 20:17:11,16,172,183.67
2017/3/30 20:17:28,12,175.63,183.61
2017/3/30 20:17:47,16,172.02,183.69
2017/3/30 20:18:05,15,172.05,183.71
2017/3/30 20:18:23,17,175.82,183.71
2017/3/30 20:18:40,12,172.26,183.82
2017/3/30 20:18:56,12,171.93,183.78
2017/3/30 20:19:12,17,176.33,183.86
2017/3/30 20:19:29,12,172.88,184.63
2017/3/30 20:19:45,14,173.12,184.55
2017/3/30 20:20:01,18,177.08,184.5
2017/3/30 20:20:19,19,176.96,184.64
2017/3/30 20:20:36,14,177.29,184.64
2017/3/30 20:20:55,15,173.45,184.74
2017/3/30 20:21:11,14,177.5,184.71
2017/3/30 20:21:29,10,173.4,184.73
2017/3/30 20:21:48,16,176.9,184.53
2017/3/30 20:22:05,15,173.34,184.64
2017/3/30 20:22:21,16,173.33,184.64
2017/3/30 20:22:38,13,173.09,184.69
2017/3/30 20:22:57,14,177.45,184.7
2017/3/30 20:23:13,16,173.23,184.79
2017/3/30 20:23:30,17,177.79,185.06
2017/3/30 20:23:47,15,175.8,184.56
2017/3/30 20:24:04,16,177.13,184.56
2017/3/30 20:24:20,17,173.64,185.02
2017/3/30 20:24:37,13,173.45,185.1
2017/3/30 20:24:54,10,173.95,185.3
2017/3/30 20:25:12,13,177.78,185.41
2017/3/30 20:25:30,17,178.14,185.4
2017/3/30 20:25:47,14,174.36,185.58
2017/3/30 20:26:03,16,178.01,185.47
2017/3/30 20:26:20,17,174.23,185.58
2017/3/30 20:26:36,12,174.06,185.7
2017/3/30 20:26:52,14,178.53,185.84
2017/3/30 20:27:10,14,174.75,185.97
2017/3/30 20:27:29,13,174.62,185.87
2017/3/30 20:27:47,18,179.26,186.22
2017/3/30 20:28:06,14,174.97,186.21
2017/3/30 20:28:24,9,175.37,186.23
2017/3/30 20:28:43,17,178.15,186.18
2017/3/30 20:29:00,14,174.79,186.43
2017/3/30 20:29:16,16,179.5,186.41
2017/3/30 20:29:33,16,175.79,186.69
2017/3/30 20:29:50,12,175.57,186.71
2017/3/30 20:30:08,12,176.32,186.92
2017/3/30 20:30:24,16,179.99,187.08
2017/3/30 20:30:42,15,180.24,186.94
2017/3/30 20:30:59,17,176.32,187.03
2017/3/30 20:31:16,11,176.13,187.17
2017/3/30 20:31:35,15,176.48,187.23
2017/3/30 20:31:53,19,180.52,187.22
2017/3/30 20:32:11,15,180.49,187.53
2017/3/30 20:32:28,11,180.82,187.52
2017/3/30 20:32:46,12,180.69,187.67
2017/3/30 20:33:04,10,177.1,187.78
2017/3/30 20:33:24,19,177.11,187.79
2017/3/30 20:33:40,16,176.79,187.77
2017/3/30 20:33:58,16,181.02,187.68
2017/3/30 20:34:16,17,180.85,187.88
2017/3/30 20:34:32,15,177.4,188.12
2017/3/30 20:34:51,17,177.41,188.12
2017/3/30 20:35:09,16,177.41,188.42
2017/3/30 20:35:27,10,177.73,188.41
2017/3/30 20:35:46,18,181.76,188.42
2017/3/30 20:36:03,16,181.6,188.57
2017/3/30 20:36:22,16,181.9,188.7
2017/3/30 20:36:40,13,178.01,188.77
2017/3/30 20:36:59,16,177.82,188.9
2017/3/30 20:37:17,18,178.22,188.96
2017/3/30 20:37:35,11,175.89,186.87
2017/3/30 20:37:54,13,180.96,188.79
2017/3/30 20:38:11,11,181.61,189.38
2017/3/30 20:38:30,16,177.24,189.35
2017/3/30 20:38:47,17,181.96,189.38
2017/3/30 20:39:05,16,178.56,189.71
2017/3/30 20:39:21,13,178.66,190.09
2017/3/30 20:39:41,15,179.16,190.22
2017/3/30 20:39:59,14,183.01,190.38
2017/3/30 20:40:17,11,183.65,190.48
2017/3/30 20:40:36,15,179.84,190.47
2017/3/30 20:40:54,12,183.7,190.57
2017/3/30 20:41:14,18,179.91,190.56
2017/3/30 20:41:31,15,179.84,190.44
2017/3/30 20:41:49,18,182.14,190.01
2017/3/30 20:42:06,16,178.76,190.43
2017/3/30 20:42:22,16,182.99,190.54
2017/3/30 20:42:38,17,179.94,190.54
2017/3/30 20:42:55,14,180.31,190.86
2017/3/30 20:43:11,16,180.1,190.96
2017/3/30 20:43:27,14,187.13,193.68
2017/3/30 20:43:44,15,184.56,191.32
2017/3/30 20:44:00,13,184.05,191.41
2017/3/30 20:44:17,18,180.47,191.42
2017/3/30 20:44:36,12,180.39,191.49
2017/3/30 20:44:55,11,184.89,191.54
2017/3/30 20:45:14,15,185.51,191.66
2017/3/30 20:45:31,15,181.4,191.85
2017/3/30 20:45:50,18,181.73,191.86
2017/3/30 20:46:08,13,181.77,191.9
2017/3/30 20:46:26,17,181.35,192.03
2017/3/30 20:46:43,16,185.67,192.02
2017/3/30 20:47:01,15,185.31,191.98
2017/3/30 20:47:19,10,181.73,192.09
2017/3/30 20:47:39,14,181.49,192.14
2017/3/30 20:47:56,19,181.81,192.15
2017/3/30 20:48:14,16,186.01,192.31
2017/3/30 20:48:31,14,181.62,192.18
2017/3/30 20:48:49,16,186.36,192.58
2017/3/30 20:49:07,15,186.39,192.6
2017/3/30 20:49:25,17,186.16,192.63
2017/3/30 20:49:43,16,186.49,192.67
2017/3/30 20:50:01,14,186.19,192.64
2017/3/30 20:50:18,16,182.71,192.79
2017/3/30 20:50:35,14,187.03,193.08
2017/3/30 20:50:52,16,186.71,193.12
2017/3/30 20:51:08,15,183.14,193.24
2017/3/30 20:51:25,14,186.71,193.43
2017/3/30 20:51:42,12,187.02,193.46
2017/3/30 20:52:00,12,184.39,191.64
2017/3/30 20:52:19,13,185.69,193.49
2017/3/30 20:52:38,17,182.69,193.62
2017/3/30 20:52:56,11,186.46,193.61
2017/3/30 20:53:14,17,183.29,194.08
2017/3/30 20:53:32,17,183.32,194.09
2017/3/30 20:53:50,16,183.57,194.48
2017/3/30 20:54:06,15,187.89,194.48
2017/3/30 20:54:23,17,183.49,194.31
2017/3/30 20:54:40,12,188.01,194.49
2017/3/30 20:54:59,14,184.11,194.41
2017/3/30 20:55:17,7,183.98,194.6
2017/3/30 20:55:35,18,183.58,193.95
2017/3/30 20:55:45,10,175.11,199.01
2017/3/30 20:55:56,10,188.15,194.58
2017/3/30 20:56:14,12,187.98,194.69
2017/3/30 20:56:33,13,188.38,194.77
2017/3/30 20:56:51,12,188.45,194.84
2017/3/30 20:57:10,17,188.4,195.06
2017/3/30 20:57:28,17,184.85,195.24
2017/3/30 20:57:46,17,187.52,195.46
2017/3/30 20:58:04,16,188.15,195.45
2017/3/30 20:58:20,16,188.44,195.32
2017/3/30 20:58:37,15,188.35,195.43
2017/3/30 20:58:53,14,188.71,195.46
2017/3/30 20:59:10,15,188.45,195.49
2017/3/30 20:59:27,10,189.04,195.62
2017/3/30 20:59:46,14,189.01,195.51
2017/3/30 21:00:04,15,184.84,195.68
2017/3/30 21:00:22,15,185.38,195.72
2017/3/30 21:00:38,16,185.12,195.72
2017/3/30 21:00:55,12,189.61,195.77
2017/3/30 21:01:11,16,188.86,195.35
2017/3/30 21:01:28,11,189.94,196.19
2017/3/30 21:01:47,16,186.2,196.48
2017/3/30 21:02:05,15,185.94,196.53
2017/3/30 21:02:24,14,186.28,196.53
2017/3/30 21:02:42,14,190.28,196.46
2017/3/30 21:03:00,16,185.99,196.47
2017/3/30 21:03:18,19,189.68,196.15
2017/3/30 21:03:37,14,189.82,196.29
2017/3/30 21:03:56,17,189.74,196.49
2017/3/30 21:04:13,15,186.13,196.55
2017/3/30 21:04:32,16,185.86,196.51
2017/3/30 21:04:50,16,186.29,196.57
2017/3/30 21:05:07,11,186.48,196.64
2017/3/30 21:05:26,14,190.5,196.78
2017/3/30 21:05:43,17,190.41,196.38
2017/3/30 21:06:00,16,190.71,197.22
2017/3/30 21:06:17,19,191.07,197.27
2017/3/30 21:06:35,12,187.06,197.38
2017/3/30 21:06:54,12,186.09,197.44
2017/3/30 21:07:12,16,190.02,197.44
2017/3/30 21:07:28,14,185.92,197.44
2017/3/30 21:07:45,13,191.54,198.47
2017/3/30 21:08:04,15,187.74,198.43
2017/3/30 21:08:23,13,188.02,198.48
2017/3/30 21:08:41,15,188.38,198.52
2017/3/30 21:08:59,10,192.1,198.54
2017/3/30 21:09:18,11,188.51,198.54
2017/3/30 21:09:36,16,192.53,198.48
2017/3/30 21:09:53,17,192.26,198.53
2017/3/30 21:10:11,10,192.87,198.65
2017/3/30 21:10:30,10,188.91,198.65
2017/3/30 21:10:48,11,192.62,198.71
2017/3/30 21:11:07,17,189.16,198.9
2017/3/30 21:11:25,16,188.66,198.79
2017/3/30 21:11:43,7,193.29,199.11
2017/3/30 21:12:02,12,193.28,199.08
2017/3/30 21:12:20,19,192.98,199.11
2017/3/30 21:12:38,17,189.31,199.13
2017/3/30 21:12:55,12,192.74,198.57
2017/3/30 21:13:13,11,191.95,199.33
2017/3/30 21:13:32,12,192.65,199.33
2017/3/30 21:13:51,16,192.83,199.33
2017/3/30 21:14:08,12,188.94,199.61
2017/3/30 21:14:27,12,193.38,199.66
2017/3/30 21:14:46,15,193.25,199.75
2017/3/30 21:15:04,13,189.58,199.77
2017/3/30 21:15:23,17,189.75,199.73
2017/3/30 21:15:41,20,193.59,199.77
2017/3/30 21:15:59,12,190.3,200.04
2017/3/30 21:16:17,15,194.38,200.09
2017/3/30 21:16:36,20,190.11,200.08
2017/3/30 21:16:55,19,190.41,200.06
2017/3/30 21:17:14,16,193.74,199.46
2017/3/30 21:17:31,15,193.75,199.75
2017/3/30 21:17:50,13,194.82,200.53
2017/3/30 21:18:08,17,194.49,200.48
2017/3/30 21:18:25,11,191.26,200.93
2017/3/30 21:18:44,12,191.27,200.93
2017/3/30 21:19:03,14,194.94,200.9
2017/3/30 21:19:20,11,195.43,201.02
2017/3/30 21:19:39,16,195.8,201.27
2017/3/30 21:19:58,12,191.77,201.31
2017/3/30 21:20:17,15,192.23,201.29
2017/3/30 21:20:34,10,191.93,201.29
2017/3/30 21:20:53,12,197.88,201.25
2017/3/30 21:21:12,18,197.88,201.22
2017/3/30 21:21:29,14,193.45,201.21
2017/3/30 21:21:48,13,191.86,199.42
2017/3/30 21:22:06,17,192.43,201.21
2017/3/30 21:22:25,12,192.79,201.28
2017/3/30 21:22:43,14,198.4,202.11
2017/3/30 21:23:01,12,194.37,202.16
2017/3/30 21:23:20,15,198.76,202.19
2017/3/30 21:23:38,14,198.79,202.21
2017/3/30 21:23:57,13,194.59,202.21
2017/3/30 21:24:15,14,195.26,202.56
2017/3/30 21:24:34,17,198.9,202.52
2017/3/30 21:24:52,12,196.18,200
2017/3/30 21:25:10,15,197.76,202.58
2017/3/30 21:25:29,13,198,202.79
2017/3/30 21:25:46,17,199.11,202.79
2017/3/30 21:26:05,12,199.55,203.02
2017/3/30 21:26:24,12,195.38,203.01
2017/3/30 21:26:42,12,195.93,203.23
2017/3/30 21:27:01,15,195.75,203.34
2017/3/30 21:27:20,17,200.26,203.53
2017/3/30 21:27:38,12,200.3,203.54
2017/3/30 21:27:57,20,200,203.54
2017/3/30 21:28:15,19,196.31,203.53
2017/3/30 21:28:33,13,196.34,203.54
2017/3/30 21:28:52,10,196.04,203.54
2017/3/30 21:29:10,11,200.34,203.51
2017/3/30 21:29:29,14,200.02,203.44
2017/3/30 21:29:48,19,196.33,203.43
2017/3/30 21:30:04,17,196.34,203.41
2017/3/30 21:30:22,14,196.06,203.41
2017/3/30 21:30:40,14,200.37,203.41
2017/3/30 21:30:59,17,196.08,203.42
2017/3/30 21:31:17,12,199.56,202.85
2017/3/30 21:31:36,16,200.47,203.54
2017/3/30 21:31:54,12,200.39,203.75
2017/3/30 21:32:13,12,197.03,203.92
2017/3/30 21:32:31,13,197.76,204.39
2017/3/30 21:32:50,17,197.47,204.43
2017/3/30 21:33:07,21,201.68,204.32
2017/3/30 21:33:27,16,201.81,204.44
2017/3/30 21:33:44,12,197.48,204.41
2017/3/30 21:34:03,15,197.82,204.45
2017/3/30 21:34:22,15,197.5,204.43
2017/3/30 21:34:40,12,197.83,204.45
2017/3/30 21:34:58,12,201.74,204.39
2017/3/30 21:35:17,13,197.57,204.47
2017/3/30 21:35:36,17,197.9,204.49
2017/3/30 21:35:53,11,198.07,204.64
2017/3/30 21:36:12,13,197.9,204.8
2017/3/30 21:36:31,14,202.18,204.86
2017/3/30 21:36:50,16,202.46,205.1
2017/3/30 21:37:08,16,202.44,205.38
2017/3/30 21:37:27,8,198.77,205.36
2017/3/30 21:37:45,16,195.74,202.85
2017/3/30 21:38:03,10,197.66,205.39
2017/3/30 21:38:21,15,202.27,205.76
2017/3/30 21:38:40,16,198.04,205.8
2017/3/30 21:38:59,11,202.44,205.83
2017/3/30 21:39:17,16,202.58,205.81
2017/3/30 21:39:35,10,198.5,206.12
2017/3/30 21:39:54,15,202.92,206.09
2017/3/30 21:40:12,12,199.04,206.5
2017/3/30 21:40:31,15,199.64,207.02
2017/3/30 21:40:48,14,199.96,206.99
2017/3/30 21:41:07,14,203.89,207.01
2017/3/30 21:41:24,16,200.18,207.08
2017/3/30 21:41:42,18,204.22,207.1
2017/3/30 21:41:59,14,200.21,207.33
2017/3/30 21:42:19,13,204.52,207.32
2017/3/30 21:42:37,12,200.54,207.32
2017/3/30 21:42:56,16,200.87,207.79
2017/3/30 21:43:14,14,201.25,207.8
2017/3/30 21:43:32,12,202.38,206.06
2017/3/30 21:43:51,14,204.38,207.76
2017/3/30 21:44:10,13,200.61,207.88
2017/3/30 21:44:28,17,204.62,207.86
2017/3/30 21:44:47,16,201.12,207.87
2017/3/30 21:45:05,21,201.46,208.21
2017/3/30 21:45:24,16,205.38,208.25
2017/3/30 21:45:42,11,202.21,208.7
2017/3/30 21:46:00,11,206.23,208.7
2017/3/30 21:46:19,14,201.97,208.68
2017/3/30 21:46:38,14,202.37,208.73
2017/3/30 21:46:57,18,202.13,208.75
2017/3/30 21:47:14,15,206.37,208.64
2017/3/30 21:47:33,16,206.64,208.86
2017/3/30 21:47:51,10,206.46,208.95
2017/3/30 21:48:10,17,206.79,208.96
2017/3/30 21:48:28,14,202.53,209.01
2017/3/30 21:48:46,14,202.83,208.99
2017/3/30 21:49:05,16,207.27,209.41
2017/3/30 21:49:24,17,207.09,209.52
2017/3/30 21:49:41,14,203.41,209.55
2017/3/30 21:50:00,15,207.42,209.55
2017/3/30 21:50:19,14,203.28,209.71
2017/3/30 21:50:38,16,203.61,209.73
2017/3/30 21:50:55,12,207.61,209.71
2017/3/30 21:51:14,9,207.27,209.65
2017/3/30 21:51:33,16,203.63,209.89
2017/3/30 21:51:51,13,203.41,210.01
2017/3/30 21:52:09,16,207.81,210.07
2017/3/30 21:52:28,21,203.81,210.08
2017/3/30 21:52:46,10,207.58,210.11
2017/3/30 21:53:04,11,204.13,210.35
2017/3/30 21:53:23,12,203.82,210.33
2017/3/30 21:53:42,18,208.22,210.44
2017/3/30 21:53:59,14,204.32,210.52
2017/3/30 21:54:18,16,204.16,210.67
2017/3/30 21:54:36,15,208.74,210.98
2017/3/30 21:54:55,18,207.34,210.18
2017/3/30 21:55:13,16,203.86,210.61
2017/3/30 21:55:32,16,204.29,210.63
2017/3/30 21:55:50,15,208.2,210.86
2017/3/30 21:56:08,12,203.51,210.83
2017/3/30 21:56:27,10,207.53,210.84
2017/3/30 21:56:45,14,207.54,210.99
2017/3/30 21:57:04,16,204.14,211
2017/3/30 21:57:22,15,207.9,211.01
2017/3/30 21:57:41,12,204.67,211.46
2017/3/30 21:58:00,16,204.74,211.53
2017/3/30 21:58:18,16,208.46,211.53
2017/3/30 21:58:36,16,209.1,211.65
2017/3/30 21:58:54,10,209.21,211.72
2017/3/30 21:59:13,18,207.9,211.72
2017/3/30 21:59:31,16,204.98,211.67
2017/3/30 21:59:49,12,209.2,211.81
2017/3/30 22:00:08,16,205.28,212
2017/3/30 22:00:26,13,209.6,212.02
2017/3/30 22:00:45,14,205.22,211.94
2017/3/30 22:01:03,13,205.7,212.08
2017/3/30 22:01:22,18,210.6,211.95
2017/3/30 22:01:40,17,207.23,212.73
2017/3/30 22:01:59,10,211.59,212.77
2017/3/30 22:02:17,14,207.28,212.75
2017/3/30 22:02:35,12,207.64,212.83
2017/3/30 22:02:54,18,207.67,212.88
2017/3/30 22:03:12,15,210.77,212.37
2017/3/30 22:03:31,15,212.06,213.38
2017/3/30 22:03:49,15,212.05,213.4
2017/3/30 22:04:07,16,211.85,213.58
2017/3/30 22:04:26,10,212.2,213.6
2017/3/30 22:04:44,14,211.89,213.56
2017/3/30 22:05:03,17,208.22,213.53
2017/3/30 22:05:21,13,208.27,213.49
2017/3/30 22:05:40,17,208.19,213.66
2017/3/30 22:05:58,14,212.67,213.66
2017/3/30 22:06:17,19,208.26,213.65
2017/3/30 22:06:34,11,212.57,213.57
2017/3/30 22:06:53,12,208.79,213.77
2017/3/30 22:07:12,17,208.53,213.79
2017/3/30 22:07:29,20,209.03,213.97
2017/3/30 22:07:48,17,213.04,214
2017/3/30 22:08:07,17,208.87,214.15
2017/3/30 22:08:25,16,213.04,214.03
2017/3/30 22:08:42,19,208.89,214.17
2017/3/30 22:09:00,16,213.41,214.38
2017/3/30 22:09:18,11,213.73,214.76
2017/3/30 22:09:36,15,213.45,214.76
2017/3/30 22:09:55,13,213.84,214.84
2017/3/30 22:10:14,16,214.02,215
2017/3/30 22:10:32,10,213.75,215.01
2017/3/30 22:10:50,12,210.13,215.09
2017/3/30 22:11:09,13,209.89,215.14
2017/3/30 22:11:26,13,210.13,215.13
2017/3/30 22:11:36,19,203.25,221.69
2017/3/30 22:11:47,10,214.35,215.38
2017/3/30 22:12:07,16,214.1,215.41
2017/3/30 22:12:24,18,211.6,213.08
2017/3/30 22:12:43,17,212.81,215.05
2017/3/30 22:13:01,10,209.81,215.05
2017/3/30 22:13:19,22,209.8,215.02
2017/3/30 22:13:38,19,209.74,215.29
2017/3/30 22:13:56,13,214.38,215.82
2017/3/30 22:14:15,16,214.81,216.12
2017/3/30 22:14:33,13,214.56,216.14
2017/3/30 22:14:52,17,211.06,216.16
2017/3/30 22:15:10,15,210.79,216.17
2017/3/30 22:15:29,13,215.08,216.12
2017/3/30 22:15:46,19,211.4,216.46
2017/3/30 22:16:03,16,215.15,216.5
2017/3/30 22:16:22,14,211.42,216.69
2017/3/30 22:16:40,14,212.96,214.82
2017/3/30 22:16:58,16,214.75,216.91
2017/3/30 22:17:17,21,215.57,217.33
2017/3/30 22:17:36,10,215.57,217.55
2017/3/30 22:17:56,15,216.03,217.56
2017/3/30 22:18:15,17,215.8,217.53
2017/3/30 22:18:35,12,216.23,217.62
2017/3/30 22:18:54,16,216.42,217.78
2017/3/30 22:19:12,15,216.21,217.8
2017/3/30 22:19:31,16,216.62,217.88
2017/3/30 22:19:49,11,216.79,217.85
2017/3/30 22:20:07,14,216.57,217.95
2017/3/30 22:20:26,16,217.04,218.09
2017/3/30 22:20:44,20,217.13,218.17
2017/3/30 22:21:04,14,212.94,218.26
2017/3/30 22:21:21,12,217.18,218.33
2017/3/30 22:21:40,15,217,218.42
2017/3/30 22:21:58,11,217.46,218.51
2017/3/30 22:22:16,27,217.54,218.57
2017/3/30 22:22:35,14,213.38,218.69
2017/3/30 22:22:53,27,217.88,218.89
2017/3/30 22:23:03,20,211.34,225.31
2017/3/30 22:23:13,26,217.85,218.99
2017/3/30 22:23:33,17,218.26,219.08
2017/3/30 22:23:51,17,218.47,219.26
2017/3/30 22:24:09,24,214.24,219.33
2017/3/30 22:24:28,15,218.64,237.42
2017/3/30 22:24:47,19,214.78,237.52
2017/3/30 22:25:04,18,218.5,237.54
2017/3/30 22:25:23,14,214.83,237.54
2017/3/30 22:25:42,17,214.56,237.59
2017/3/30 22:26:00,13,214.87,237.6
2017/3/30 22:26:20,17,219.34,238.38
2017/3/30 22:26:39,15,219.01,238.42
2017/3/30 22:26:57,26,219.35,238.45
2017/3/30 22:27:17,17,219.35,238.43
2017/3/30 22:27:36,25,219.73,238.44
2017/3/30 22:27:55,14,215.74,238.44
2017/3/30 22:28:14,17,219.46,238.42
2017/3/30 22:28:31,15,215.78,238.43
2017/3/30 22:28:49,17,215.76,238.42
2017/3/30 22:29:09,18,215.46,238.42
2017/3/30 22:29:26,17,219.79,238.44
2017/3/30 22:29:44,27,215.45,238.41
2017/3/30 22:30:04,16,219.8,238.43
2017/3/30 22:30:23,16,215.81,238.43
2017/3/30 22:30:42,11,215.52,238.45
2017/3/30 22:31:01,16,212.93,235.83
2017/3/30 22:31:18,18,218.27,237.94
2017/3/30 22:31:36,15,213.7,236.74
2017/3/30 22:31:54,14,219.09,238.48
2017/3/30 22:32:13,16,219.64,238.95
2017/3/30 22:32:30,17,220.21,238.98
2017/3/30 22:32:49,16,219.9,238.94
2017/3/30 22:33:07,29,220.46,239.17
2017/3/30 22:33:27,17,220.5,239.13
2017/3/30 22:33:46,17,216.19,239.12
2017/3/30 22:34:04,18,216.51,239.13
2017/3/30 22:34:23,19,216.24,239.15
2017/3/30 22:34:41,13,220.55,239.15
2017/3/30 22:35:00,21,221.76,239.2
2017/3/30 22:35:20,17,217.38,239.08
2017/3/30 22:35:39,14,217.69,239.09
2017/3/30 22:35:58,17,217.77,239.16
2017/3/30 22:36:16,14,221.48,239.14
2017/3/30 22:36:34,13,217.75,239.2
2017/3/30 22:36:53,24,221.78,239.49
2017/3/30 22:37:03,15,213.65,244.17
2017/3/30 22:37:14,17,222.02,239.51
2017/3/30 22:37:24,17,215.15,246.04
2017/3/30 22:37:34,22,218.01,239.48
2017/3/30 22:37:53,13,217.85,239.62
2017/3/30 22:38:11,17,222.27,239.62
2017/3/30 22:38:31,16,218.27,239.62
2017/3/30 22:38:49,15,217.95,239.6
2017/3/30 22:39:08,23,222.16,239.51
2017/3/30 22:39:18,17,215.27,246.02
2017/3/30 22:39:28,12,217.98,239.63
2017/3/30 22:39:47,17,222.26,239.56
2017/3/30 22:40:04,13,218.34,239.63
2017/3/30 22:40:24,17,218.04,239.63
2017/3/30 22:40:42,16,218.34,239.63
2017/3/30 22:41:00,25,221.95,239.59
2017/3/30 22:41:20,19,222.25,239.67
2017/3/30 22:41:38,13,222.26,239.67
2017/3/30 22:41:57,17,218.02,239.7
2017/3/30 22:42:15,17,218.32,239.69
2017/3/30 22:42:34,19,222.19,239.86
2017/3/30 22:42:52,14,222.38,239.75
2017/3/30 22:43:10,26,222.52,239.88
2017/3/30 22:43:30,16,222.21,239.87
2017/3/30 22:43:49,19,222.54,239.88
2017/3/30 22:44:08,16,218.77,240.11
2017/3/30 22:44:26,17,222.47,240.12
2017/3/30 22:44:44,9,222.74,240.06
2017/3/30 22:45:03,19,218.42,240.04
2017/3/30 22:45:21,12,222.86,240.14
2017/3/30 22:45:40,16,222.94,240.23
2017/3/30 22:45:58,13,222.64,240.24
2017/3/30 22:46:17,15,223.16,240.5
2017/3/30 22:46:36,17,223.11,240.52
2017/3/30 22:46:46,20,216.2,247
2017/3/30 22:46:56,5,215.32,240.38
2017/3/30 22:47:06,21,216.51,246.93
2017/3/30 22:47:17,14,223.09,240.41
2017/3/30 22:47:37,19,223.28,240.91
2017/3/30 22:47:54,19,219.59,240.9
2017/3/30 22:48:14,19,223.61,240.92
2017/3/30 22:48:32,15,223.35,240.98
2017/3/30 22:48:50,26,219.64,240.95
2017/3/30 22:49:09,17,219.35,240.96
2017/3/30 22:49:27,12,219.66,240.97
2017/3/30 22:49:46,15,223.65,240.96
2017/3/30 22:50:04,15,219.35,240.95
2017/3/30 22:50:14,17,211.2,245.63
2017/3/30 22:50:25,12,220.91,238.5
2017/3/30 22:50:43,18,222.85,241.35
2017/3/30 22:51:01,17,218.96,241.42
2017/3/30 22:51:20,12,223.52,241.34
2017/3/30 22:51:39,14,219.26,241.36
2017/3/30 22:51:59,16,219.71,241.38
2017/3/30 22:52:18,24,219.71,241.37
2017/3/30 22:52:38,18,223.5,241.46
2017/3/30 22:52:57,18,221.87,239.45
2017/3/30 22:53:15,10,219.35,241.2
2017/3/30 22:53:33,16,221.86,239.99
2017/3/30 22:53:51,15,219.29,241.6
2017/3/30 22:54:10,19,219.03,241.55
2017/3/30 22:54:28,13,219.55,241.61
2017/3/30 22:54:48,16,223.3,241.62
2017/3/30 22:55:06,17,219.72,241.54
2017/3/30 22:55:24,16,224.05,241.81
2017/3/30 22:55:42,16,219.79,241.88
2017/3/30 22:56:01,11,220.13,241.91
