Transaction Name,Flow Name,Packet List Name,Transaction Duration (seconds),Network Time (seconds) ,Throughput Up (KB),Throughput Down (KB),Number of Requests,Errors,Analysis Score (Desktop) ,Analysis Score (Mobile) ,Transaction HTML Report Name
User_login,,,12.0,8.9,0.0,0.0,0,0,N\A (no HTTP traffic),N\A (no HTTP traffic),report0.html
SetStatusOfReportWithoutExpand_NOTprinted,,,1.6,0.0,0.0,0.0,0,0,N\A (no HTTP traffic),N\A (no HTTP traffic),report1.html
