2017/7/4 19:01:54,6.8,2172,0,139
2017/7/4 19:02:00,0,2133,0,139
2017/7/4 19:02:06,26,2172,0,139
2017/7/4 19:02:12,3.8,2171,0,139
2017/7/4 19:02:18,5.4,2156,0,139
2017/7/4 19:02:24,2.4,2132,0,139
2017/7/4 19:02:30,27.4,2171,4.75,139
2017/7/4 19:02:36,2.8,2171,0,139
2017/7/4 19:02:42,3.8,2161,0,139
2017/7/4 19:02:48,11,2138,0,139
2017/7/4 19:02:54,29,2176,0,139
2017/7/4 19:03:00,2.6,2190,0,139
2017/7/4 19:03:06,11.6,2144,0,139
2017/7/4 19:03:12,.8,2142,0,139
2017/7/4 19:03:18,11,2180,0,139
2017/7/4 19:03:24,4,2208,0,139
2017/7/4 19:03:30,2.6,2165,0,139
2017/7/4 19:03:36,6.6,2164,0,139
2017/7/4 19:03:42,2.8,2203,0,139
2017/7/4 19:03:48,9.6,2210,0,139
2017/7/4 19:03:54,4,2165,0,139
2017/7/4 19:04:00,1,2163,0,138
2017/7/4 19:04:06,5,2201,0,138
2017/7/4 19:04:12,1.2,2201,0,138
2017/7/4 19:04:18,7.4,2162,0,138
2017/7/4 19:04:24,7.2,2161,0,138
2017/7/4 19:04:30,0,2200,0,138
2017/7/4 19:04:36,1.2,2200,0,138
2017/7/4 19:04:42,6.6,2161,0,138
2017/7/4 19:04:48,12.8,2161,0,138
2017/7/4 19:04:54,1.2,2200,0,138
2017/7/4 19:05:00,1.2,2200,0,138
2017/7/4 19:05:06,10,2161,0,138
2017/7/4 19:05:12,11,2160,0,138
2017/7/4 19:05:18,0,2198,0,138
2017/7/4 19:05:24,2.4,2200,0,139
2017/7/4 19:05:30,8.6,2162,0,139
2017/7/4 19:05:36,1.8,2161,0,139
2017/7/4 19:05:42,1.2,2207,0,138
2017/7/4 19:05:48,2.4,2200,0,138
2017/7/4 19:05:54,.8,2161,0,138
2017/7/4 19:06:00,4.2,2160,0,138
2017/7/4 19:06:06,1.2,2199,0,138
2017/7/4 19:06:12,0,2199,0,138
2017/7/4 19:06:18,3,2160,0,1
2017/7/4 19:06:24,4.4,2159,0,138
2017/7/4 19:06:30,6.8,2198,0,138
2017/7/4 19:06:36,14,2198,0,138
2017/7/4 19:06:42,1.2,2158,7.5,139
2017/7/4 19:06:48,4.4,2148,0,139
2017/7/4 19:06:54,2.4,2185,0,139
2017/7/4 19:07:00,0,2193,0,138
2017/7/4 19:07:06,1.8,2153,0,138
2017/7/4 19:07:12,5,2154,0,138
2017/7/4 19:07:18,0,2193,0,138
2017/7/4 19:07:24,1.2,2193,0,138
2017/7/4 19:07:30,8,2154,0,138
2017/7/4 19:07:36,7,2153,0,138
2017/7/4 19:07:42,0,2192,0,138
2017/7/4 19:07:48,1.2,2202,0,138
2017/7/4 19:07:54,5.8,2157,0,138
2017/7/4 19:08:00,.8,2157,0,138
2017/7/4 19:08:06,5.2,2203,0,138
2017/7/4 19:08:12,1.2,2196,0,138
2017/7/4 19:08:18,15.8,2147,0,139
2017/7/4 19:08:24,4.2,2143,0,139
2017/7/4 19:08:30,8.2,2182,0,139
2017/7/4 19:08:36,59.6,2153,0,139
2017/7/4 19:08:42,15,2102,0,139
2017/7/4 19:09:51,10.8,2185,6.25,208
2017/7/4 19:09:57,38.8,2168,3.25,125
2017/7/4 19:10:03,7.6,2208,4,126
2017/7/4 19:10:09,0,2168,0,125
2017/7/4 19:10:15,0,2171,0,124
2017/7/4 19:10:21,3,2228,0,121
2017/7/4 19:10:27,0,2227,0,121
2017/7/4 19:10:33,1.4,2189,4.25,121
2017/7/4 19:10:39,6,2190,4.25,121
2017/7/4 19:10:45,0,2229,0,121
2017/7/4 19:10:51,0,2231,0,121
2017/7/4 19:10:57,3,2192,0,121
2017/7/4 19:11:08,4.4,2213,0,121
2017/7/4 19:11:14,0,2214,0,121
2017/7/4 19:11:20,12.2,2176,0,121
2017/7/4 19:11:26,3,2178,0,121
2017/7/4 19:11:32,27.4,2223,0,121
2017/7/4 19:11:38,2.4,2197,0,121
2017/7/4 19:11:44,4.6,2168,0,121
2017/7/4 19:11:50,2.4,2157,0,121
2017/7/4 19:11:56,1.2,2203,0,121
2017/7/4 19:12:02,5.4,2195,0,121
2017/7/4 19:12:08,.6,2157,0,121
2017/7/4 19:12:14,1.4,2164,0,121
2017/7/4 19:12:20,1.2,2203,0,121
2017/7/4 19:12:26,1.2,2202,0,121
2017/7/4 19:12:32,17,2163,0,121
2017/7/4 19:12:38,1.2,2164,0,121
2017/7/4 19:12:44,0,2202,0,121
2017/7/4 19:12:50,3.8,2202,0,121
2017/7/4 19:12:56,2.8,2163,0,121
2017/7/4 19:13:02,.4,2163,0,121
2017/7/4 19:13:08,42.2,2209,0,121
2017/7/4 19:13:14,5.4,2201,0,121
2017/7/4 19:13:20,6.4,2161,0,121
2017/7/4 19:13:26,28.6,2173,0,121
2017/7/4 19:13:32,11,2200,0,121
2017/7/4 19:13:38,8.2,2199,0,121
2017/7/4 19:13:44,11,2160,8.75,121
2017/7/4 19:13:50,28.8,2182,0,121
2017/7/4 19:13:56,7,2199,0,121
2017/7/4 19:14:02,15.6,2204,0,121
2017/7/4 19:14:08,.4,2166,0,121
2017/7/4 19:14:14,14.6,2185,0,121
2017/7/4 19:14:20,1.2,2209,0,121
2017/7/4 19:14:26,5.2,2210,0,121
2017/7/4 19:14:32,3.6,2173,0,121
2017/7/4 19:14:38,23,2200,0,121
2017/7/4 19:14:44,2.6,2212,0,121
2017/7/4 19:14:50,2.4,2210,0,121
2017/7/4 19:14:56,5,2173,0,121
2017/7/4 19:15:02,17,2198,0,121
2017/7/4 19:15:08,1.2,2211,0,121
2017/7/4 19:15:14,0,2211,0,121
2017/7/4 19:15:20,2.8,2172,4.5,121
2017/7/4 19:15:26,18.2,2198,4.5,121
2017/7/4 19:15:32,2.4,2211,0,121
2017/7/4 19:15:38,6.6,2218,0,121
2017/7/4 19:15:44,.4,2171,4.75,121
2017/7/4 19:15:50,18.4,2197,0,121
2017/7/4 19:15:56,0,2209,0,121
2017/7/4 19:16:02,1.2,2209,4.75,121
2017/7/4 19:16:08,1.2,2171,0,121
2017/7/4 19:16:14,31.8,2201,0,121
2017/7/4 19:16:20,2.4,2208,0,121
2017/7/4 19:16:26,1.2,2207,0,121
2017/7/4 19:16:32,3,2168,0,121
2017/7/4 19:16:38,32,2202,0,121
2017/7/4 19:16:44,1.2,2209,0,121
2017/7/4 19:16:50,1.2,2208,0,121
2017/7/4 19:16:56,.8,2170,0,121
2017/7/4 19:17:02,46.8,2207,4.5,121
2017/7/4 19:17:08,12.6,2207,0,121
2017/7/4 19:17:14,12.6,2206,0,121
2017/7/4 19:17:20,18.6,2164,0,121
2017/7/4 19:17:26,52.6,2202,0,121
2017/7/4 19:17:32,15.6,2193,0,121
2017/7/4 19:17:38,8.2,2192,0,121
2017/7/4 19:17:44,9.4,2154,0,121
2017/7/4 19:17:50,30.4,2192,0,121
2017/7/4 19:17:56,6.8,2199,0,121
2017/7/4 19:18:02,2.6,2200,0,121
2017/7/4 19:18:08,23.4,2162,0,121
2017/7/4 19:18:14,32,2204,0,121
2017/7/4 19:18:20,26,2196,0,121
2017/7/4 19:18:26,2.6,2228,0,121
2017/7/4 19:18:32,.4,2188,0,121
2017/7/4 19:18:38,32,2227,0,121
2017/7/4 19:18:44,2.4,2227,0,121
2017/7/4 19:18:50,0,2226,0,121
2017/7/4 19:18:56,2.8,2188,0,121
2017/7/4 19:19:02,27.4,2226,0,121
2017/7/4 19:19:08,0,2240,0,121
2017/7/4 19:19:14,4,2231,0,121
2017/7/4 19:19:20,0,2193,0,121
2017/7/4 19:19:26,26,2231,0,121
2017/7/4 19:19:32,2.6,2232,0,121
2017/7/4 19:19:38,0,2238,0,121
2017/7/4 19:19:44,6.4,2192,0,121
2017/7/4 19:19:50,24.6,2231,0,121
2017/7/4 19:19:56,5,2229,0,121
2017/7/4 19:20:02,3.8,2228,0,121
2017/7/4 19:20:08,0,2194,0,121
2017/7/4 19:20:14,24.4,2232,0,121
2017/7/4 19:20:20,0,2232,0,121
2017/7/4 19:20:26,1.2,2239,0,121
2017/7/4 19:20:32,1.8,2193,0,121
2017/7/4 19:20:38,33.4,2232,0,121
2017/7/4 19:20:44,5.2,2231,0,121
2017/7/4 19:20:50,8.4,2199,0,121
2017/7/4 19:20:56,11,2192,0,121
2017/7/4 19:21:02,23,2230,0,121
2017/7/4 19:21:08,9.8,2230,0,121
2017/7/4 19:21:14,24.6,2133,0,121
2017/7/4 19:21:20,4.4,2132,0,121
