2017/7/4 18:46:50,12.2,2083,0,120
2017/7/4 18:46:56,12.2,2090,0,120
2017/7/4 18:47:02,7.6,2054,0,120
2017/7/4 18:47:08,1.4,2059,0,120
2017/7/4 18:47:14,7.6,2124,0,120
2017/7/4 18:47:20,3,2125,0,120
2017/7/4 18:51:36,15.4,2074,7,208
2017/7/4 18:51:42,25,2059,0,126
2017/7/4 18:51:48,24.8,2083,4,126
2017/7/4 18:51:54,0,2051,0,126
2017/7/4 18:52:00,4.4,2058,0,126
2017/7/4 18:52:06,54.4,2097,0,125
2017/7/4 18:52:12,9,2093,0,126
2017/7/4 18:52:18,16.8,1978,12,236
2017/7/4 18:52:24,45.8,2029,0,135
2017/7/4 18:52:30,0,2070,4.25,136
2017/7/4 18:52:36,7.4,2024,0,1
2017/7/4 18:52:42,4.4,1981,6.5,230
2017/7/4 18:52:48,0,2023,0,138
2017/7/4 18:52:54,39,2060,0,1
2017/7/4 18:53:00,15.2,2025,0,137
2017/7/4 18:53:06,54.2,2065,24.75,137
2017/7/4 18:53:12,1.4,2030,0,137
2017/7/4 18:53:18,29.2,2015,0,135
2017/7/4 18:53:24,6,2028,0,134
2017/7/4 18:53:30,1.2,2072,0,134
2017/7/4 18:53:36,29.4,1965,7.5,238
2017/7/4 18:53:42,66.8,2020,0,139
2017/7/4 18:53:48,0,2056,0,139
2017/7/4 18:53:54,15.4,2023,8.25,134
2017/7/4 18:54:01,59.2,2027,4,229
2017/7/4 18:54:06,1.2,2024,0,137
2017/7/4 18:54:13,27.8,2006,0,136
2017/7/4 18:54:18,6,2024,0,136
2017/7/4 18:54:25,40.2,2022,21,143
2017/7/4 18:54:31,0,2124,0,137
2017/7/4 18:54:37,29.8,2115,0,135
2017/7/4 18:54:43,7.4,2138,0,135
2017/7/4 18:54:49,18.8,2163,3.5,134
2017/7/4 18:55:00,20,2095,0,138
2017/7/4 18:55:06,3,2140,0,138
2017/7/4 18:55:12,22,2103,14,137
2017/7/4 18:55:18,10.6,2057,3.75,231
2017/7/4 18:55:24,0,2098,0,140
2017/7/4 18:55:30,23.4,2127,0,140
2017/7/4 18:55:36,2.4,2099,0,139
2017/7/4 18:55:42,31.2,2149,0,139
2017/7/4 18:55:48,62.2,2094,0,146
2017/7/4 18:55:54,29.4,2077,0,139
2017/7/4 18:56:00,13.8,2095,0,139
2017/7/4 18:56:06,1.4,2148,4.75,137
2017/7/4 18:56:12,27.8,2050,3.75,243
2017/7/4 18:56:18,63.8,2106,0,137
2017/7/4 18:56:24,6,2095,0,138
2017/7/4 18:56:30,0,2138,0,137
2017/7/4 18:56:36,17.2,2038,3.5,235
2017/7/4 18:56:42,0,2086,0,143
2017/7/4 18:56:48,25,2129,0,143
2017/7/4 18:56:54,1.4,2147,0,143
2017/7/4 18:57:00,37.2,2113,0,143
2017/7/4 18:57:06,9,2114,0,143
2017/7/4 18:57:12,3,2154,0,143
2017/7/4 18:57:18,9,2112,0,144
2017/7/4 18:57:24,0,2153,8.75,143
2017/7/4 18:57:30,12,2053,4.25,237
2017/7/4 18:57:36,6,2089,8,238
2017/7/4 18:57:42,0,2092,0,139
2017/7/4 18:57:48,26.4,2125,0,140
2017/7/4 18:57:54,9,2100,0,140
2017/7/4 18:58:00,65.4,2137,25,241
2017/7/4 18:58:06,10.8,2092,4,240
2017/7/4 18:58:12,12.2,2104,25,139
2017/7/4 18:58:18,0,2143,0,138
2017/7/4 18:58:24,7.4,2103,0,140
2017/7/4 18:58:30,17,2152,0,139
2017/7/4 18:58:36,74.8,2064,14.75,150
2017/7/4 18:58:42,34,2079,0,139
2017/7/4 18:58:48,1.2,2088,0,141
2017/7/4 18:58:54,11,2144,0,140
2017/7/4 18:59:00,9,2053,4.25,236
2017/7/4 18:59:06,18.6,2093,0,148
2017/7/4 18:59:12,1.2,2094,0,140
2017/7/4 18:59:18,26.4,2128,0,140
2017/7/4 18:59:24,0,2135,4.75,139
2017/7/4 18:59:30,1.2,2160,0,139
2017/7/4 18:59:36,1.4,2122,0,139
2017/7/4 18:59:42,26,2155,0,139
2017/7/4 18:59:48,0,2177,0,139
2017/7/4 18:59:54,0,2172,0,139
2017/7/4 19:00:00,3.6,2133,0,139
2017/7/4 19:00:06,26,2173,0,139
2017/7/4 19:00:12,0,2172,0,139
2017/7/4 19:00:18,2.6,2171,0,139
2017/7/4 19:00:24,3,2133,0,139
2017/7/4 19:00:30,37.8,2171,0,139
2017/7/4 19:00:36,1.2,2170,0,139
2017/7/4 19:00:42,2.4,2169,0,139
2017/7/4 19:00:48,7.2,2131,0,139
2017/7/4 19:00:54,45.2,2168,0,139
2017/7/4 19:01:00,1.2,2167,0,139
2017/7/4 19:01:06,2.4,2169,0,139
2017/7/4 19:01:12,6.4,2130,0,139
2017/7/4 19:01:18,33.4,2169,0,139
2017/7/4 19:01:24,2.6,2170,0,139
2017/7/4 19:01:30,1.2,2169,0,139
2017/7/4 19:01:36,3.6,2130,0,139
2017/7/4 19:01:42,30.2,2169,0,139
2017/7/4 19:01:48,1.2,2172,0,139
