DateTime,OS_Average Process %,OS_avaiable_memory MB,Process Process %,Process_UseMemory MB
2017/6/19 9:38:09,8.2,2126,5,138
2017/6/19 9:38:15,1.2,2176,0,138
2017/6/19 9:38:21,6,2121,0,152
2017/6/19 9:38:27,32.4,2115,0,137
2017/6/19 9:38:33,12.2,2135,0,137
2017/6/19 9:38:39,35,2176,0,137
2017/6/19 9:38:45,0,2138,0,141
2017/6/19 9:38:51,39.2,2125,0,1
2017/6/19 9:38:57,6,2132,0,140
2017/6/19 9:39:03,49.8,2168,25,233
2017/6/19 9:39:09,6,2131,0,144
2017/6/19 9:39:15,0,2181,0,140
2017/6/19 9:39:21,18,2141,6,139
2017/6/19 9:39:27,49.8,2085,9.5,233
2017/6/19 9:39:33,53.8,2164,4.25,142
2017/6/19 9:39:39,27.4,2171,0,141
2017/6/19 9:39:45,5.2,2164,0,142
2017/6/19 9:39:51,27.8,2080,0,149
2017/6/19 9:39:57,17.2,2121,0,138
2017/6/19 9:40:03,2.8,2168,0,138
2017/6/19 9:40:09,5.2,2171,0,138
2017/6/19 9:40:15,8.4,2141,0,139
2017/6/19 9:40:21,33.8,2182,25,156
2017/6/19 9:40:32,27,2098,0,141
2017/6/19 9:40:38,4.2,2114,4.75,141
2017/6/19 9:40:44,9.8,2166,0,141
2017/6/19 9:40:50,7.6,2099,0,140
2017/6/19 9:40:56,31.2,2091,0,141
2017/6/19 9:41:02,2,2114,4.75,143
2017/6/19 9:41:08,1.2,2168,4.75,141
2017/6/19 9:41:14,.4,2075,0,167
2017/6/19 9:41:20,24.6,2060,9,166
2017/6/19 9:41:26,2,2075,0,167
2017/6/19 9:41:32,9.8,2133,0,167
2017/6/19 9:41:38,1.2,2108,0,143
2017/6/19 9:41:44,23.8,2091,0,140
2017/6/19 9:41:50,8.4,2108,0,139
2017/6/19 9:41:56,32,2159,0,139
2017/6/19 9:42:02,.6,2108,0,141
2017/6/19 9:42:08,50.6,2093,0,139
2017/6/19 9:42:14,6.6,2111,0,140
2017/6/19 9:42:20,14,2155,0,139
2017/6/19 9:42:26,0,2079,0,168
2017/6/19 9:42:32,80.4,2069,0,168
2017/6/19 9:42:38,4.4,2087,0,167
2017/6/19 9:42:44,3.8,2127,0,167
2017/6/19 9:42:50,4.2,2080,0,157
2017/6/19 9:42:56,23.4,2072,0,142
2017/6/19 9:43:02,7.4,2096,0,141
2017/6/19 9:43:08,29,2134,25,142
2017/6/19 9:43:14,1.4,2100,0,145
2017/6/19 9:43:20,12.8,2134,0,143
2017/6/19 9:43:26,5,2103,5,142
2017/6/19 9:43:32,35.6,2090,22.5,236
2017/6/19 9:43:38,39,2071,0,167
2017/6/19 9:43:44,11,2113,0,168
2017/6/19 9:43:50,8,2074,14.5,167
2017/6/19 9:43:56,46.2,2057,4.5,236
2017/6/19 9:44:02,64,2107,0,3
2017/6/19 9:44:08,5.8,2107,14.5,171
2017/6/19 9:44:14,2.4,2151,0,170
2017/6/19 9:44:20,14,2092,0,173
2017/6/19 9:44:26,2,2125,0,143
2017/6/19 9:44:32,43.8,2153,0,143
2017/6/19 9:44:38,12.8,2167,0,142
2017/6/19 9:44:44,34.4,2082,24,236
2017/6/19 9:44:50,17,2100,0,175
2017/6/19 9:44:56,1.2,2147,0,175
2017/6/19 9:45:02,15.4,2110,12.25,174
2017/6/19 9:45:08,45,2083,9.25,237
2017/6/19 9:45:14,56.8,2130,0,175
2017/6/19 9:45:20,5.2,2138,0,175
2017/6/19 9:45:26,10,2100,4.75,174
2017/6/19 9:45:33,29.4,2103,16,237
2017/6/19 9:45:39,34,2095,0,174
2017/6/19 9:45:45,6.8,2129,0,175
2017/6/19 9:45:51,6,2094,5,174
2017/6/19 9:45:57,40.2,2098,16,237
2017/6/19 9:46:03,38,2103,0,169
2017/6/19 9:46:09,0,2133,0,168
2017/6/19 9:46:15,9.6,2091,5,170
2017/6/19 9:46:21,23.2,2083,8.5,238
2017/6/19 9:46:27,29.2,2087,0,170
2017/6/19 9:46:33,11.2,2109,0,170
2017/6/19 9:46:39,1.2,2137,0,170
2017/6/19 9:46:45,29.4,2148,0,157
2017/6/19 9:46:51,.4,2119,0,144
2017/6/19 9:46:57,46.8,2171,0,145
2017/6/19 9:47:03,6.8,2176,12.5,144
2017/6/19 9:47:09,43.6,2077,25,237
2017/6/19 9:47:15,10.6,2116,0,144
2017/6/19 9:47:21,11,2166,0,144
2017/6/19 9:47:27,18.6,2131,12.5,144
2017/6/19 9:47:33,42,2074,9,238
2017/6/19 9:47:39,50.8,2114,0,172
2017/6/19 9:47:45,2.4,2127,0,172
2017/6/19 9:47:51,4.8,2086,5,174
2017/6/19 9:47:57,35.6,2089,11,237
2017/6/19 9:48:03,16.6,2078,0,173
2017/6/19 9:48:09,49.4,2114,0,173
2017/6/19 9:48:15,1.2,2083,10,174
2017/6/19 9:48:22,62.2,2138,25,237
2017/6/19 9:48:28,6.6,2084,4.5,177
2017/6/19 9:48:34,2.4,2130,0,176
2017/6/19 9:48:40,12.6,2088,0,176
2017/6/19 9:48:46,18.2,2081,4.25,237
2017/6/19 9:48:52,42.8,2091,0,171
2017/6/19 9:48:58,6.6,2135,0,171
2017/6/19 9:49:04,10.8,2100,0,171
2017/6/19 9:49:10,32.6,2106,12.5,238
2017/6/19 9:49:16,11.8,2090,0,175
2017/6/19 9:49:22,49.6,2130,0,174
2017/6/19 9:49:28,6.6,2089,0,174
2017/6/19 9:49:34,51,2136,23,176
2017/6/19 9:49:40,5,2082,4.75,171
2017/6/19 9:49:46,36.2,2110,0,4
2017/6/19 9:49:52,7.6,2079,10.25,172
2017/6/19 9:49:58,30.4,2138,16,171
2017/6/19 9:50:04,6.2,2093,0,176
2017/6/19 9:50:10,24.8,2119,0,174
2017/6/19 9:50:16,14,2088,10,175
2017/6/19 9:50:22,36.4,2144,0,173
2017/6/19 9:50:28,7.6,2086,0,175
2017/6/19 9:50:34,34,2077,0,174
2017/6/19 9:50:40,3,2096,0,175
2017/6/19 9:50:46,0,2152,9.75,174
2017/6/19 9:50:52,10.4,2082,0,173
2017/6/19 9:50:58,24,2065,0,173
2017/6/19 9:51:04,1.8,2086,0,173
2017/6/19 9:51:10,36.4,2138,0,173
2017/6/19 9:51:16,4.8,2069,0,179
2017/6/19 9:51:22,39,2061,0,1
2017/6/19 9:51:28,10.6,2074,0,177
2017/6/19 9:51:34,51,2106,25,238
2017/6/19 9:51:40,12,2079,4.25,175
2017/6/19 9:51:46,43.8,2106,0,175
2017/6/19 9:51:52,3.4,2087,0,175
2017/6/19 9:51:59,27.6,2090,11.75,239
2017/6/19 9:52:05,29,2077,0,175
2017/6/19 9:52:11,9.8,2123,0,175
2017/6/19 9:52:17,8.8,2108,0,175
2017/6/19 9:52:23,37.2,2079,12.75,239
2017/6/19 9:52:29,30,2084,4,176
2017/6/19 9:52:35,14.2,2121,0,176
2017/6/19 9:52:41,4.2,2087,0,177
2017/6/19 9:52:47,37.8,2124,25,176
2017/6/19 9:52:53,6.4,2069,0,174
2017/6/19 9:52:59,6.6,2108,0,175
2017/6/19 9:53:05,6.6,2074,5,176
2017/6/19 9:53:11,15.2,2071,4.25,239
2017/6/19 9:53:17,40.8,2084,0,172
2017/6/19 9:53:23,35,2115,0,173
2017/6/19 9:53:29,12.6,2124,0,171
2017/6/19 9:53:35,15.2,2066,3.75,240
2017/6/19 9:53:41,33.8,2071,0,176
2017/6/19 9:53:47,33.2,2110,0,176
2017/6/19 9:53:53,9.8,2119,0,176
2017/6/19 9:53:59,49.6,2066,25,240
2017/6/19 9:54:05,14,2072,0,177
2017/6/19 9:54:11,8.2,2118,0,176
2017/6/19 9:54:17,10.2,2076,0,177
2017/6/19 9:54:24,26,2080,16,239
2017/6/19 9:54:30,46.6,2069,4.25,178
2017/6/19 9:54:36,0,2117,12.25,178
2017/6/19 9:54:42,8,2117,10,177
2017/6/19 9:54:48,57.4,2059,23,240
2017/6/19 9:54:54,68.6,2143,0,4
2017/6/19 9:55:00,3.8,2140,0,148
2017/6/19 9:55:06,9.4,2109,0,147
2017/6/19 9:55:12,66.8,2162,25,239
2017/6/19 9:55:18,.2,2106,0,148
2017/6/19 9:55:24,0,2139,0,146
2017/6/19 9:55:30,28,2086,0,146
2017/6/19 9:55:36,7.6,2110,0,146
2017/6/19 9:55:42,5.4,2160,0,145
2017/6/19 9:55:48,.4,2065,0,178
2017/6/19 9:55:54,45,2050,0,1
2017/6/19 9:56:00,1.4,2066,0,178
2017/6/19 9:56:06,9.6,2122,0,177
2017/6/19 9:56:12,0,2060,0,174
2017/6/19 9:56:18,37.6,2045,0,175
2017/6/19 9:56:24,.8,2064,0,175
2017/6/19 9:56:30,9.8,2124,0,173
2017/6/19 9:56:39,38.6,2069,0,178
2017/6/19 9:56:45,1.2,2100,0,178
2017/6/19 9:56:51,17,2053,0,177
2017/6/19 9:56:57,6,2049,17.25,240
2017/6/19 9:57:03,53,2054,0,177
2017/6/19 9:57:09,4.4,2054,0,177
2017/6/19 9:57:15,14,2105,0,177
2017/6/19 9:57:21,7.6,2058,0,179
2017/6/19 9:57:27,23.2,2046,4.25,179
2017/6/19 9:57:33,5,2054,0,179
2017/6/19 9:57:39,1.2,2097,0,179
2017/6/19 9:57:45,30.8,2067,0,189
2017/6/19 9:57:51,52.4,2024,0,177
2017/6/19 9:57:57,11,2050,15,179
2017/6/19 9:58:03,12.6,2107,0,177
2017/6/19 9:58:09,.8,2047,0,179
2017/6/19 9:58:15,7.4,2053,0,178
2017/6/19 9:58:21,27.4,2077,0,179
2017/6/19 9:58:27,9.8,2093,0,178
2017/6/19 9:58:33,40.6,2032,0,187
2017/6/19 9:58:39,34,2042,0,178
2017/6/19 9:58:45,11,2096,8.25,178
2017/6/19 9:58:51,5.4,2097,0,177
2017/6/19 9:58:57,48,2027,0,1
2017/6/19 9:59:03,11.6,2041,0,178
2017/6/19 9:59:09,15.6,2091,0,177
2017/6/19 9:59:15,7.6,2083,12.25,177
2017/6/19 9:59:21,23.2,2039,13.25,240
2017/6/19 9:59:27,49.2,2036,0,176
2017/6/19 9:59:33,32,2079,5,177
2017/6/19 9:59:39,1.2,2103,0,177
2017/6/19 9:59:45,28.8,2072,9.75,185
2017/6/19 9:59:51,41.2,2034,0,177
2017/6/19 9:59:57,2.2,2052,4.75,176
2017/6/19 10:00:03,5.4,2098,0,176
2017/6/19 10:00:09,1,2040,0,180
2017/6/19 10:00:15,25,2027,4.5,178
2017/6/19 10:00:21,17,2045,0,178
2017/6/19 10:00:27,0,2087,6,177
2017/6/19 10:00:33,6,2030,0,182
2017/6/19 10:00:39,1.4,2029,4.5,183
2017/6/19 10:00:45,8.8,2042,0,1
2017/6/19 10:00:51,9.6,2082,0,181
2017/6/19 10:00:57,12.4,2033,8.75,241
2017/6/19 10:01:03,39.8,2029,0,177
2017/6/19 10:01:09,8,2040,0,179
2017/6/19 10:01:15,0,2072,0,177
2017/6/19 10:01:21,28,2062,0,189
2017/6/19 10:01:27,11,2036,0,179
2017/6/19 10:01:33,55,2087,0,179
2017/6/19 10:01:39,1.2,2089,0,179
2017/6/19 10:01:45,30.4,2067,0,187
2017/6/19 10:01:51,4.6,2028,0,177
2017/6/19 10:01:57,73,2075,0,178
2017/6/19 10:02:03,8.2,2079,18.5,177
2017/6/19 10:02:09,9,2018,7.5,241
2017/6/19 10:02:15,45.6,2031,0,182
2017/6/19 10:02:21,2,2031,0,182
2017/6/19 10:02:27,2.4,2073,0,182
2017/6/19 10:02:33,11,2011,0,181
2017/6/19 10:02:39,12.4,2020,0,180
2017/6/19 10:02:45,20.8,2034,10.25,180
2017/6/19 10:02:51,1.2,2082,0,180
2017/6/19 10:02:57,26.6,2053,0,187
2017/6/19 10:03:03,10,2029,0,178
2017/6/19 10:03:09,64,2078,9.75,179
2017/6/19 10:03:15,0,2088,0,177
2017/6/19 10:03:22,31,2056,0,188
2017/6/19 10:03:28,25,2016,0,178
2017/6/19 10:03:34,15,2031,0,177
2017/6/19 10:03:40,2.4,2084,0,176
2017/6/19 10:03:46,5,2024,0,179
2017/6/19 10:03:52,4.4,2025,0,179
2017/6/19 10:03:58,28.8,2073,0,180
2017/6/19 10:04:04,9.8,2082,0,179
2017/6/19 10:04:10,9.6,2010,0,181
2017/6/19 10:04:16,16.6,2014,0,181
2017/6/19 10:04:22,17,2052,0,181
2017/6/19 10:04:28,10,2066,0,180
2017/6/19 10:04:34,49.6,2014,25,190
2017/6/19 10:04:40,1.2,2027,0,180
2017/6/19 10:04:46,1.2,2073,0,180
2017/6/19 10:04:52,8.2,2072,0,180
2017/6/19 10:04:58,59,2014,25,190
2017/6/19 10:05:04,.4,2025,0,179
2017/6/19 10:05:10,4,2073,0,179
2017/6/19 10:05:16,12.2,2058,0,178
2017/6/19 10:05:22,46.6,2023,9.75,241
2017/6/19 10:05:28,52.2,2051,0,178
2017/6/19 10:05:34,8.2,2070,0,178
2017/6/19 10:05:40,6.4,2030,14.75,178
2017/6/19 10:05:46,48.2,2023,0,241
2017/6/19 10:05:52,52,2059,0,181
2017/6/19 10:05:58,28.8,2057,10.5,182
2017/6/19 10:06:04,1.2,2071,0,182
2017/6/19 10:06:10,29.4,2053,0,191
2017/6/19 10:06:16,37,2009,0,181
2017/6/19 10:06:22,4.4,2025,9.5,181
2017/6/19 10:06:28,0,2067,0,181
2017/6/19 10:06:34,44.4,2008,10.25,192
2017/6/19 10:06:40,1.2,2017,0,182
2017/6/19 10:06:46,12.6,2021,5,182
2017/6/19 10:06:52,26,2071,0,182
2017/6/19 10:06:58,1.8,2016,0,182
2017/6/19 10:07:04,24.8,2006,0,181
2017/6/19 10:07:10,1.6,2028,0,181
2017/6/19 10:07:16,9.6,2077,0,180
2017/6/19 10:07:22,2.4,2013,0,189
2017/6/19 10:07:28,33,1999,0,179
2017/6/19 10:07:34,22.4,2015,9.75,179
2017/6/19 10:07:40,27.4,2074,25,179
2017/6/19 10:07:46,.4,2027,0,181
2017/6/19 10:07:52,48,2063,0,180
2017/6/19 10:07:58,18,2025,0,181
2017/6/19 10:08:04,27.8,2032,12,241
2017/6/19 10:08:10,11.8,2020,0,180
2017/6/19 10:08:16,49.6,2062,0,180
2017/6/19 10:08:22,6,2024,0,180
2017/6/19 10:08:28,24.6,2082,25,181
2017/6/19 10:08:34,3.6,2018,0,183
2017/6/19 10:08:40,27.2,2040,0,183
2017/6/19 10:08:46,5.2,2011,15,183
2017/6/19 10:08:52,30.4,2070,0,183
2017/6/19 10:08:58,8.4,2015,0,182
2017/6/19 10:09:04,32.8,1999,0,182
2017/6/19 10:09:10,17.4,2014,0,181
2017/6/19 10:09:16,24.4,2074,0,181
2017/6/19 10:09:22,.6,2008,0,184
2017/6/19 10:09:28,33.8,2002,0,185
2017/6/19 10:09:34,8,2021,5,184
2017/6/19 10:09:40,8.2,2063,0,184
2017/6/19 10:09:46,9.6,2001,0,189
2017/6/19 10:09:52,26.6,2000,0,180
2017/6/19 10:09:58,.8,2016,0,180
2017/6/19 10:10:04,11.2,2064,0,179
2017/6/19 10:10:10,39,2011,0,189
2017/6/19 10:10:16,.4,2010,0,180
2017/6/19 10:10:22,2.4,2060,0,1
2017/6/19 10:10:28,18.6,2059,0,179
2017/6/19 10:10:34,38.6,2008,4.75,242
2017/6/19 10:10:40,41.8,2021,0,179
2017/6/19 10:10:46,3.8,2056,0,180
2017/6/19 10:10:52,24.6,2043,0,179
2017/6/19 10:10:58,.8,2021,0,179
2017/6/19 10:11:04,33.4,2072,23.75,179
2017/6/19 10:11:10,.4,2017,0,178
2017/6/19 10:11:16,36.2,2041,0,178
2017/6/19 10:11:22,8,2019,0,178
2017/6/19 10:11:28,15.6,2078,0,177
2017/6/19 10:11:34,9.8,2015,0,178
2017/6/19 10:11:40,27,2001,0,178
2017/6/19 10:11:46,5,2014,0,178
2017/6/19 10:11:52,30.2,2059,0,178
2017/6/19 10:11:58,2.4,2011,0,177
2017/6/19 10:12:04,25.8,2039,0,177
2017/6/19 10:12:10,9,2014,0,177
2017/6/19 10:12:16,11,2064,0,176
2017/6/19 10:12:22,1.4,2037,0,156
2017/6/19 10:12:28,28.4,2021,0,155
2017/6/19 10:12:34,7.6,2038,0,155
2017/6/19 10:12:43,27.8,1980,4.5,243
2017/6/19 10:12:49,53.2,2001,0,179
2017/6/19 10:12:55,36.4,2039,0,180
2017/6/19 10:13:01,17,2042,12.25,179
2017/6/19 10:13:07,26.4,1983,4,242
2017/6/19 10:13:13,40.4,1993,0,179
2017/6/19 10:13:19,18.2,2025,5,178
2017/6/19 10:13:25,9.6,2040,6,178
2017/6/19 10:13:31,11,1991,0,190
2017/6/19 10:13:37,11.8,1989,0,180
2017/6/19 10:13:43,33.4,2015,0,180
2017/6/19 10:13:49,14,2044,0,179
2017/6/19 10:13:55,42,1975,25,242
2017/6/19 10:14:01,24,1987,0,180
2017/6/19 10:14:07,12,1996,15,180
2017/6/19 10:14:13,4,2049,0,180
2017/6/19 10:14:19,46.8,1979,4.5,191
2017/6/19 10:14:25,25.4,1969,0,181
2017/6/19 10:14:31,4.6,1980,0,182
2017/6/19 10:14:38,1.2,2038,0,181
2017/6/19 10:14:44,51,2023,0,190
2017/6/19 10:14:50,1.4,1983,0,180
2017/6/19 10:14:56,6.6,1991,0,179
2017/6/19 10:15:02,7,2036,0,179
2017/6/19 10:15:08,3.6,1981,0,182
2017/6/19 10:15:14,26.2,1970,0,182
2017/6/19 10:15:20,3.6,1984,0,181
2017/6/19 10:15:26,48,2016,25,242
2017/6/19 10:15:32,16.8,1982,0,3
2017/6/19 10:15:38,0,2027,0,179
2017/6/19 10:15:44,21,1985,12.25,179
2017/6/19 10:15:50,26.2,1959,16.75,243
2017/6/19 10:15:56,18.4,1974,0,183
2017/6/19 10:16:02,0,2023,0,182
2017/6/19 10:16:08,19,1982,6,183
2017/6/19 10:16:14,31,1986,16.25,242
2017/6/19 10:16:20,52,1976,4.25,181
2017/6/19 10:16:26,11.2,2017,0,181
2017/6/19 10:16:32,2.2,1978,9.5,181
2017/6/19 10:16:39,31,1985,7.5,244
2017/6/19 10:16:45,11,1974,0,180
2017/6/19 10:16:51,45,2016,0,180
2017/6/19 10:16:57,8,1978,5,180
2017/6/19 10:17:03,39,2031,18.5,181
2017/6/19 10:17:09,5,1988,0,179
2017/6/19 10:17:15,1.2,2023,0,178
2017/6/19 10:17:21,18.4,1982,0,178
2017/6/19 10:17:27,35.8,1963,4.75,244
2017/6/19 10:17:33,46.2,2005,0,181
2017/6/19 10:17:39,0,2021,0,181
2017/6/19 10:17:45,9.8,1976,0,180
2017/6/19 10:17:51,23,1984,25,242
2017/6/19 10:17:58,9.4,1971,0,181
2017/6/19 10:18:04,8.2,2018,6.25,181
2017/6/19 10:18:10,13.4,1975,6.25,181
2017/6/19 10:18:16,12.2,1958,13.75,243
2017/6/19 10:18:22,52.4,1970,0,183
2017/6/19 10:18:28,6.8,2006,5,182
2017/6/19 10:18:34,6.6,1975,0,182
2017/6/19 10:18:40,45,1960,4.5,242
2017/6/19 10:18:46,86.4,2020,0,1
2017/6/19 10:18:52,4,2234,14.75,183
2017/6/19 10:18:58,8.2,2235,0,183
2017/6/19 10:19:04,46.8,2184,0,195
2017/6/19 10:19:10,.8,2181,0,184
2017/6/19 10:19:16,2.4,2227,0,184
2017/6/19 10:19:22,11,2244,12.25,184
2017/6/19 10:19:28,27.8,2186,9,243
2017/6/19 10:19:34,42.8,2197,0,183
2017/6/19 10:19:40,45,2234,0,183
2017/6/19 10:19:46,8.2,2241,12.25,183
2017/6/19 10:19:52,15.4,2183,4.25,243
2017/6/19 10:19:58,30.6,2185,0,186
2017/6/19 10:20:04,6.8,2235,0,183
2017/6/19 10:20:10,30,2202,6,182
2017/6/19 10:20:16,16.8,2185,14.25,243
2017/6/19 10:20:22,38,2217,0,150
2017/6/19 10:20:28,32,2256,0,151
2017/6/19 10:20:34,0,2263,0,151
2017/6/19 10:20:40,32.4,2197,0,192
2017/6/19 10:20:46,23.2,2165,0,181
2017/6/19 10:20:52,4.8,2183,5,180
2017/6/19 10:20:58,0,2225,6,180
2017/6/19 10:21:04,9,2182,0,181
2017/6/19 10:21:10,30,2174,0,181
2017/6/19 10:21:16,0,2194,0,181
2017/6/19 10:21:22,20.2,2235,0,181
2017/6/19 10:21:28,6.2,2194,0,183
2017/6/19 10:21:34,30,2180,0,182
2017/6/19 10:21:40,1.4,2188,0,182
2017/6/19 10:21:46,9.6,2229,0,181
2017/6/19 10:21:52,16.6,2190,0,185
2017/6/19 10:21:58,32.2,2172,0,184
2017/6/19 10:22:04,11,2197,0,184
2017/6/19 10:22:10,4,2248,0,184
2017/6/19 10:22:16,2,2179,0,183
2017/6/19 10:22:22,29.2,2166,0,183
2017/6/19 10:22:28,4.4,2175,0,184
2017/6/19 10:22:34,30.4,2229,0,183
2017/6/19 10:22:40,11.4,2187,0,184
2017/6/19 10:22:46,30.8,2170,0,182
2017/6/19 10:22:52,2.8,2190,0,183
2017/6/19 10:22:58,0,2234,0,182
2017/6/19 10:23:04,3.2,2176,0,193
2017/6/19 10:23:10,29.8,2165,0,184
2017/6/19 10:23:16,9.4,2181,0,184
2017/6/19 10:23:22,36.4,2227,0,183
2017/6/19 10:23:28,1.2,2175,0,185
2017/6/19 10:23:34,23.2,2201,0,186
2017/6/19 10:23:40,8,2181,0,186
