DateTime,OS_Average Process %,OS_avaiable_memory MB,Process Process %,Process_UseMemory MB
2017/7/16 16:48:10,2.6,1814,0,142
2017/7/16 16:48:16,68.4,1861,6,155
2017/7/16 16:48:21,29.6,1875,0,142
2017/7/16 16:48:28,100,1819,6,406
2017/7/16 16:48:34,4.6,1826,0,142
2017/7/16 16:48:40,28,1858,0,139
2017/7/16 16:48:46,27.8,1860,0,141
2017/7/16 16:48:52,12.4,1880,13.25,140
2017/7/16 16:48:58,98.2,1816,0,401
2017/7/16 16:49:04,6,1825,5,145
2017/7/16 16:49:10,25,1839,5.25,140
2017/7/16 16:49:16,6,1826,0,139
2017/7/16 16:49:22,20.2,1832,7.5,141
2017/7/16 16:49:30,35.8,1824,0,2
2017/7/16 16:49:36,1.4,1829,0,148
2017/7/16 16:49:42,6,1835,0,143
2017/7/16 16:49:48,12,1877,0,143
2017/7/16 16:49:54,3,1682,0,405
2017/7/16 16:50:00,4.4,1819,0,145
2017/7/16 16:50:06,26.4,1844,0,146
2017/7/16 16:50:12,7.8,1825,0,145
2017/7/16 16:50:18,3,1889,0,145
2017/7/16 16:50:24,31,1678,11.5,414
2017/7/16 16:50:30,6,1816,0,141
2017/7/16 16:50:36,26.2,1842,7.5,142
2017/7/16 16:50:42,12.2,1863,0,143
2017/7/16 16:50:48,18.8,1930,13.5,143
2017/7/16 16:50:54,45.4,1723,0,411
2017/7/16 16:51:00,73,1872,0,146
2017/7/16 16:51:06,12.2,1876,15,140
2017/7/16 16:51:14,100,1901,10,145
2017/7/16 16:51:20,4.4,1864,0,146
2017/7/16 16:51:26,11,1863,21.75,142
2017/7/16 16:51:32,3,1904,7.5,141
2017/7/16 16:51:38,82.4,1712,0,1
2017/7/16 16:51:44,0,1882,0,147
2017/7/16 16:51:50,59,1914,0,143
2017/7/16 16:51:56,0,1875,0,143
2017/7/16 16:52:02,20.2,1881,0,143
2017/7/16 16:52:09,37.2,1865,2,148
2017/7/16 16:52:15,4.6,1855,0,146
2017/7/16 16:52:21,67,1848,0,143
2017/7/16 16:52:27,4.4,1866,0,143
2017/7/16 16:52:33,9.2,1913,0,143
2017/7/16 16:52:40,43.2,1867,25,215
2017/7/16 16:52:46,0,1856,0,145
2017/7/16 16:52:52,42.2,1883,0,145
2017/7/16 16:52:58,16,1854,6.75,146
2017/7/16 16:53:04,51,1919,24.75,151
2017/7/16 16:53:10,48,1744,21.5,410
2017/7/16 16:53:16,51,1854,0,2
2017/7/16 16:53:22,5,1898,0,1
2017/7/16 16:53:28,12.8,1919,18.5,147
2017/7/16 16:53:36,32.6,1851,5.25,410
2017/7/16 16:53:42,0,1856,15.75,146
2017/7/16 16:53:47,27.4,1900,0,144
2017/7/16 16:53:53,8.4,1861,5.75,144
2017/7/16 16:53:59,30.4,1897,25,145
2017/7/16 16:54:05,38.4,1748,7.25,154
2017/7/16 16:54:11,64,1850,0,150
2017/7/16 16:54:17,6.6,1908,0,150
2017/7/16 16:54:23,22,1869,0,150
2017/7/16 16:54:31,34,1858,4.5,407
2017/7/16 16:54:37,4.4,1852,12,145
2017/7/16 16:54:43,29,1897,0,145
2017/7/16 16:54:49,5.2,1865,0,146
2017/7/16 16:54:55,22.8,1908,0,146
2017/7/16 16:55:01,43.4,1814,15.25,180
2017/7/16 16:55:07,61.6,1927,0,148
2017/7/16 16:55:13,2.6,1969,0,146
2017/7/16 16:55:19,8.2,1978,24.75,147
2017/7/16 16:55:27,36,1935,20,411
2017/7/16 16:55:33,3,1937,7.5,147
2017/7/16 16:56:07,27.4,1905,6,180
2017/7/16 16:56:13,7,1884,0,180
2017/7/16 16:56:19,14,1930,0,180
2017/7/16 16:56:25,17,1743,6.75,425
2017/7/16 16:56:31,41.2,1903,0,147
2017/7/16 16:56:37,18.8,1930,0,148
2017/7/16 16:56:43,8.8,1902,0,150
2017/7/16 16:56:50,98.2,1972,23.25,150
2017/7/16 16:56:56,5.2,1866,0,180
2017/7/16 16:57:02,67.6,1860,0,182
2017/7/16 16:57:08,15.2,1876,0,221
2017/7/16 16:57:14,11.2,1924,16.5,182
2017/7/16 16:57:20,61.6,1866,6.5,418
2017/7/16 16:57:26,1.4,1872,0,181
2017/7/16 16:57:32,55.4,1935,0,145
2017/7/16 16:57:38,13,1906,0,145
2017/7/16 16:57:44,35,1957,0,145
2017/7/16 16:57:50,40.2,1785,0,189
2017/7/16 16:57:56,57,1860,0,180
2017/7/16 16:58:02,0,1907,0,219
2017/7/16 16:58:08,15.6,1914,0,179
2017/7/16 16:58:15,94.8,1860,25,412
2017/7/16 16:58:21,3.4,1877,0,182
2017/7/16 16:58:27,43.8,1943,0,147
2017/7/16 16:58:33,6.6,1902,0,146
2017/7/16 16:58:39,31.8,1943,0,146
2017/7/16 16:58:45,12,1774,6.75,411
2017/7/16 16:58:51,53.2,1897,0,146
2017/7/16 16:58:57,2.4,1938,0,146
2017/7/16 16:59:03,14,1907,0,146
2017/7/16 16:59:11,100,1896,13.75,411
2017/7/16 16:59:17,15.4,1862,0,182
2017/7/16 16:59:23,2.6,1909,0,181
2017/7/16 16:59:29,11.6,1869,18.5,181
2017/7/16 16:59:35,61,1911,0,181
2017/7/16 16:59:41,35.8,1783,0,216
2017/7/16 16:59:47,9.4,1864,0,181
2017/7/16 16:59:53,23,1903,0,181
2017/7/16 16:59:59,18,1890,15.5,184
2017/7/16 17:00:06,59.2,1917,17.25,426
2017/7/16 17:00:12,1.6,1883,0,183
2017/7/16 17:00:18,13.4,1890,16.75,182
2017/7/16 17:00:24,3.8,1950,0,182
2017/7/16 17:00:30,83.8,1849,0,418
2017/7/16 17:00:36,55,1889,0,180
2017/7/16 17:00:42,27.4,1928,6,181
2017/7/16 17:00:48,9,1888,0,180
2017/7/16 17:00:54,43.6,1940,25,181
2017/7/16 17:01:00,26.2,1797,0,213
2017/7/16 17:01:06,11.4,1915,0,148
2017/7/16 17:01:12,5.2,1953,0,148
2017/7/16 17:01:18,8.4,1931,0,148
2017/7/16 17:01:25,62,1967,25,153
2017/7/16 17:01:31,8,1865,0,183
2017/7/16 17:01:37,16.2,1885,0,182
2017/7/16 17:01:43,20,1916,0,183
2017/7/16 17:01:49,4.8,1888,7.25,183
2017/7/16 17:01:55,15.8,1946,0,183
2017/7/16 17:02:01,45.2,1756,0,2
2017/7/16 17:02:07,5.4,1869,7,181
2017/7/16 17:02:13,23,1891,0,181
2017/7/16 17:02:19,5.6,1870,0,2
2017/7/16 17:02:25,12.2,1885,7.5,182
2017/7/16 17:02:33,82.2,1913,25,416
2017/7/16 17:02:39,6,1914,0,150
2017/7/16 17:02:45,31.4,1901,0,148
2017/7/16 17:02:51,9.6,1917,0,148
2017/7/16 17:02:57,18.6,1914,0,149
2017/7/16 17:03:05,82.4,1937,14,415
2017/7/16 17:03:11,2.2,1874,0,182
2017/7/16 17:03:17,38,1921,0,182
2017/7/16 17:03:23,6,1884,0,182
2017/7/16 17:03:29,6,1883,5.75,183
2017/7/16 17:03:35,48.2,1924,25,183
2017/7/16 17:03:41,37,1870,0,184
2017/7/16 17:03:47,40.2,1855,0,183
2017/7/16 17:03:53,11,1904,0,183
2017/7/16 17:03:59,13,1881,7.75,184
2017/7/16 17:04:07,87.2,1896,24.75,187
2017/7/16 17:04:13,11,1868,0,184
2017/7/16 17:04:19,34,1863,0,183
2017/7/16 17:04:25,7.6,1879,0,183
2017/7/16 17:04:31,10.8,1884,0,184
2017/7/16 17:04:39,35.8,1877,21.5,425
2017/7/16 17:04:45,6,1877,0,181
2017/7/16 17:04:51,28.8,1896,0,181
2017/7/16 17:04:57,64.6,1877,0,194
2017/7/16 17:05:03,12.8,1934,0,184
2017/7/16 17:05:09,93.4,1781,0,417
2017/7/16 17:05:15,3.8,1891,0,184
2017/7/16 17:05:21,27.4,1884,0,183
2017/7/16 17:05:27,17.4,1877,0,181
2017/7/16 17:05:33,4.6,1907,0,183
2017/7/16 17:05:40,100,1903,25,417
2017/7/16 17:05:46,4,1894,0,182
2017/7/16 17:05:52,36,1877,0,183
2017/7/16 17:05:58,1.4,1901,0,2
2017/7/16 17:06:04,8.2,1947,24.75,183
2017/7/16 17:06:10,57.8,1889,0,419
2017/7/16 17:06:16,0,1893,0,183
2017/7/16 17:06:22,6.4,1890,0,183
2017/7/16 17:06:28,8,1897,0,183
2017/7/16 17:06:34,17.6,1907,19.75,182
2017/7/16 17:06:41,92.6,1966,25,183
2017/7/16 17:06:47,17.4,1880,0,182
2017/7/16 17:06:53,67,1898,0,183
2017/7/16 17:06:59,52,1896,0,182
2017/7/16 17:07:05,13,1893,0,182
2017/7/16 17:07:11,54,1935,0,182
2017/7/16 17:07:17,35.8,1797,0,2
2017/7/16 17:07:23,7,1895,0,182
2017/7/16 17:07:29,7,1929,6,182
2017/7/16 17:07:35,13,1895,6.25,184
2017/7/16 17:07:41,2.4,1953,0,184
2017/7/16 17:07:47,12.2,1775,0,419
2017/7/16 17:07:53,28.4,1886,5.75,183
2017/7/16 17:07:59,29,1913,0,183
2017/7/16 17:08:05,18.6,1893,0,184
2017/7/16 17:08:11,0,1933,0,182
2017/7/16 17:08:17,9.2,1772,0,415
2017/7/16 17:08:23,34.2,1892,0,183
2017/7/16 17:08:29,30.4,1920,0,183
2017/7/16 17:08:35,4.4,1882,5.75,183
2017/7/16 17:08:41,11.4,1934,0,183
2017/7/16 17:08:47,95.4,1864,9.25,423
2017/7/16 17:08:53,6,1865,0,182
2017/7/16 17:08:59,21.6,1873,17.25,183
2017/7/16 17:09:05,45,1921,0,183
2017/7/16 17:09:11,13.6,1788,7,418
2017/7/16 17:09:17,15.2,1921,0,185
2017/7/16 17:09:23,25.8,1914,0,184
2017/7/16 17:09:29,12.8,1895,0,185
2017/7/16 17:09:35,0,1944,8.25,185
2017/7/16 17:09:41,30.8,1771,7,415
2017/7/16 17:09:47,2.4,1874,7.25,183
2017/7/16 17:09:53,34.8,1892,0,185
2017/7/16 17:09:59,12.2,1899,14.5,185
2017/7/16 17:10:05,1.2,1940,0,185
2017/7/16 17:10:12,46.4,1787,0,424
2017/7/16 17:10:18,7.6,1933,0,150
2017/7/16 17:10:24,42.2,1978,0,148
2017/7/16 17:10:30,13.6,1943,0,148
2017/7/16 17:10:36,8.6,1951,0,148
2017/7/16 17:10:42,15.8,1999,0,147
2017/7/16 17:10:48,40.4,1791,0,420
2017/7/16 17:10:54,8.4,1909,0,186
2017/7/16 17:11:00,28.8,1930,0,185
2017/7/16 17:11:06,22.6,1894,0,185
2017/7/16 17:11:12,3.8,1955,0,184
2017/7/16 17:11:18,98.2,1770,4,424
2017/7/16 17:11:24,19,1905,22.75,185
2017/7/16 17:11:30,26,1931,0,185
2017/7/16 17:11:36,11.6,1899,0,185
2017/7/16 17:11:42,11.4,1951,0,185
2017/7/16 17:11:49,100,1889,5.75,422
2017/7/16 17:11:55,2.6,1905,0,187
2017/7/16 17:12:01,26,1928,0,182
2017/7/16 17:12:35,65.4,1910,0,184
2017/7/16 17:12:41,8,1862,0,184
2017/7/16 17:12:47,20,1927,0,184
2017/7/16 17:12:53,9,1779,4.25,416
2017/7/16 17:12:59,14.6,1868,0,185
2017/7/16 17:13:05,32,1910,0,185
2017/7/16 17:13:11,11.6,1870,0,185
2017/7/16 17:13:17,2.4,1931,8.25,184
2017/7/16 17:13:23,29,1754,10.75,416
2017/7/16 17:13:29,14.4,1878,14,183
2017/7/16 17:13:35,9,1872,0,184
2017/7/16 17:13:42,86.8,1906,22,186
2017/7/16 17:13:48,8.4,1834,0,185
2017/7/16 17:13:54,42,1836,0,185
2017/7/16 17:14:00,5,1895,6,185
2017/7/16 17:14:06,12.6,1934,16.5,185
2017/7/16 17:14:14,100,1892,0,425
2017/7/16 17:14:20,7.6,1891,0,186
2017/7/16 17:14:26,24.4,1938,0,185
2017/7/16 17:14:32,8,1913,0,185
2017/7/16 17:14:38,2.4,1963,0,184
2017/7/16 17:14:44,79.2,1778,6.25,429
2017/7/16 17:14:50,7.4,1894,0,186
2017/7/16 17:14:56,1.2,1900,0,184
2017/7/16 17:15:02,26,1935,0,184
2017/7/16 17:15:09,29.4,1778,25,420
2017/7/16 17:15:15,30.2,1894,0,183
2017/7/16 17:15:21,8.4,1905,6.25,184
2017/7/16 17:15:27,12.8,1947,0,183
2017/7/16 17:15:33,34.2,1830,5.75,424
2017/7/16 17:15:39,58.6,1909,0,187
2017/7/16 17:15:45,50.8,1935,0,187
2017/7/16 17:15:51,40.8,1923,6.25,187
2017/7/16 17:15:57,4,1957,0,187
2017/7/16 17:16:03,23,1768,13.75,420
2017/7/16 17:16:09,9.4,1889,5.75,185
2017/7/16 17:16:15,26.2,1889,11,185
2017/7/16 17:16:21,4,1943,0,185
2017/7/16 17:16:27,100,1806,0,421
2017/7/16 17:16:33,32,1893,0,188
2017/7/16 17:16:39,21.6,1935,0,187
2017/7/16 17:16:45,16,1912,0,187
2017/7/16 17:16:51,21.6,1953,0,185
2017/7/16 17:16:57,15,1839,0,422
2017/7/16 17:17:03,3.2,1914,0,186
2017/7/16 17:17:09,26,1903,0,186
2017/7/16 17:17:15,12.8,1893,0,186
2017/7/16 17:17:21,39.2,1955,0,186
2017/7/16 17:17:28,100,1890,0,424
2017/7/16 17:17:34,8,1896,7.25,190
2017/7/16 17:17:40,29,1918,0,187
2017/7/16 17:17:46,60,1902,0,198
2017/7/16 17:17:52,4,1941,0,187
2017/7/16 17:17:58,16.8,1763,0,427
2017/7/16 17:18:04,9,1883,0,187
2017/7/16 17:18:10,14,1885,0,187
2017/7/16 17:18:16,5.2,1931,0,186
2017/7/16 17:18:22,100,1870,0,420
2017/7/16 17:18:28,7,1879,7.25,188
2017/7/16 17:18:34,27.2,1902,0,186
2017/7/16 17:18:40,43.8,1903,0,186
2017/7/16 17:18:46,8,1938,0,187
2017/7/16 17:18:53,38.4,1879,0,430
2017/7/16 17:18:59,3,1888,0,186
2017/7/16 17:19:05,26,1908,0,186
2017/7/16 17:19:11,1.2,1885,0,186
2017/7/16 17:19:17,30.4,1922,0,187
2017/7/16 17:19:24,43.4,1869,6,423
2017/7/16 17:19:30,7.8,1863,0,186
2017/7/16 17:19:36,37.8,1892,0,186
2017/7/16 17:19:42,14,1868,0,225
2017/7/16 17:19:48,11.2,1926,24.75,185
2017/7/16 17:19:55,32.6,1868,0,188
2017/7/16 17:20:01,1.2,1902,0,191
2017/7/16 17:20:07,24.6,1921,0,187
2017/7/16 17:20:13,73.6,1854,0,198
2017/7/16 17:20:19,12.8,1947,0,185
2017/7/16 17:20:26,26.2,1894,0,420
2017/7/16 17:20:32,.6,1897,0,187
2017/7/16 17:20:38,11.6,1903,5.5,188
2017/7/16 17:20:44,43.8,1946,0,187
2017/7/16 17:20:50,24.8,1766,0,436
2017/7/16 17:20:56,36.2,1939,0,187
2017/7/16 17:21:02,27.4,1934,0,187
2017/7/16 17:21:08,5.8,1905,0,187
2017/7/16 17:21:14,1.2,1965,6.25,187
2017/7/16 17:21:20,60.8,1782,0,420
2017/7/16 17:21:26,9,1906,5.25,186
2017/7/16 17:21:32,28.8,1861,0,187
2017/7/16 17:21:38,8.8,1859,0,187
2017/7/16 17:21:44,5,1914,0,187
2017/7/16 17:21:51,82,1957,24.25,188
2017/7/16 17:21:57,0,1884,0,188
2017/7/16 17:22:03,52.6,1883,0,187
2017/7/16 17:22:09,31,1891,0,187
2017/7/16 17:22:15,25.8,1890,0,188
2017/7/16 17:22:21,38,1953,0,188
2017/7/16 17:22:27,38.6,1818,0,218
2017/7/16 17:22:33,1.4,1903,0,188
2017/7/16 17:22:39,39,1927,0,188
2017/7/16 17:22:45,17.2,1906,0,187
2017/7/16 17:22:51,1.2,1948,0,187
2017/7/16 17:22:57,82.4,1772,0,424
2017/7/16 17:23:03,6.2,1887,7.5,187
2017/7/16 17:23:09,33.2,1912,0,187
2017/7/16 17:23:15,5,1896,0,187
2017/7/16 17:23:21,0,1943,16.5,186
2017/7/16 17:23:27,30.8,1803,0,426
2017/7/16 17:23:33,17,1898,0,188
2017/7/16 17:23:39,14,1915,0,188
2017/7/16 17:23:45,4.6,1881,0,187
2017/7/16 17:23:51,11.4,1949,0,187
2017/7/16 17:23:58,100,1857,1.75,424
2017/7/16 17:24:04,13.2,1882,0,188
2017/7/16 17:24:10,19.4,1878,12,187
2017/7/16 17:24:16,15.6,1936,0,187
2017/7/16 17:24:23,37,1885,15.75,420
2017/7/16 17:24:29,3,1883,7.5,188
2017/7/16 17:24:34,26,1905,0,188
2017/7/16 17:24:41,42,1895,0,188
2017/7/16 17:24:47,4.8,1893,6.75,188
2017/7/16 17:24:54,89.4,1943,21,190
2017/7/16 17:25:00,2.2,1900,0,203
2017/7/16 17:25:06,8.6,1918,0,203
2017/7/16 17:25:12,13,1971,0,186
2017/7/16 17:25:21,34,1928,10.25,423
2017/7/16 17:25:27,3.8,1914,0,190
2017/7/16 17:25:33,2.6,1960,0,187
2017/7/16 17:25:39,16.8,1934,0,186
2017/7/16 17:25:47,87,1946,11,424
2017/7/16 17:25:53,6,1962,12,151
2017/7/16 17:25:59,30.2,1984,8.25,151
2017/7/16 17:26:05,70,1910,0,164
2017/7/16 17:26:11,11.2,2002,0,154
2017/7/16 17:26:17,91.8,1932,11.75,428
2017/7/16 17:26:23,5.2,1912,0,189
2017/7/16 17:26:29,46.6,1929,0,198
2017/7/16 17:26:35,18.6,1971,0,187
2017/7/16 17:26:42,100,1921,0,428
2017/7/16 17:26:48,2.8,1910,15.25,188
2017/7/16 17:26:54,3.8,1934,0,186
2017/7/16 17:27:00,64.6,1876,0,197
2017/7/16 17:27:06,9.4,1963,16.5,186
2017/7/16 17:27:13,100,1910,4,423
2017/7/16 17:27:19,6,1922,0,188
2017/7/16 17:27:25,52.4,1955,0,187
2017/7/16 17:27:31,1.4,1920,0,187
2017/7/16 17:27:37,24.2,1920,0,188
2017/7/16 17:27:44,38.8,1902,0,419
2017/7/16 17:27:50,1.6,1911,0,186
2017/7/16 17:27:56,1.2,1953,0,187
2017/7/16 17:28:02,9.6,1953,0,187
2017/7/16 17:28:09,100,1944,24.75,188
2017/7/16 17:28:15,3.4,1897,0,190
2017/7/16 17:28:21,24.8,1885,0,190
2017/7/16 17:28:27,.8,1905,0,189
2017/7/16 17:28:33,10.4,1918,0,190
2017/7/16 17:29:08,7,1883,0,187
2017/7/16 17:29:14,2.4,1938,0,187
2017/7/16 17:29:20,29.4,1756,12.5,424
2017/7/16 17:29:26,18,1878,7.25,189
2017/7/16 17:29:32,5,1881,0,189
2017/7/16 17:29:38,0,1924,0,189
2017/7/16 17:29:44,38.6,1807,6,430
2017/7/16 17:29:50,1,1868,0,189
2017/7/16 17:29:56,27.2,1902,0,188
2017/7/16 17:30:02,64.4,1838,0,199
2017/7/16 17:30:08,12.8,1923,0,187
2017/7/16 17:30:14,95.4,1872,0,427
2017/7/16 17:30:20,3.6,1879,0,187
2017/7/16 17:30:26,12,1882,0,188
2017/7/16 17:30:32,0,1922,0,187
2017/7/16 17:30:38,39,1753,0,426
2017/7/16 17:30:44,58.8,1873,0,190
2017/7/16 17:30:50,28.8,1898,0,188
2017/7/16 17:30:56,11.2,1863,0,188
2017/7/16 17:31:02,15.6,1922,0,188
2017/7/16 17:31:08,9,1754,0,427
2017/7/16 17:31:14,1.6,1873,6.75,188
2017/7/16 17:31:20,30.2,1900,0,189
2017/7/16 17:31:26,46.6,1901,0,190
2017/7/16 17:31:32,5.2,1929,8.25,189
2017/7/16 17:31:38,37.2,1746,6,429
2017/7/16 17:31:44,22,1870,0,188
2017/7/16 17:31:50,27.2,1886,0,1
2017/7/16 17:31:56,10.2,1866,0,188
2017/7/16 17:32:02,0,1907,0,187
2017/7/16 17:32:08,16.8,1737,0,428
2017/7/16 17:32:14,8.4,1852,0,202
2017/7/16 17:32:20,27,1854,0,201
2017/7/16 17:32:26,5.4,1900,0,201
2017/7/16 17:32:34,100,1842,12,423
2017/7/16 17:32:40,4.4,1842,0,203
2017/7/16 17:32:46,10,1847,0,201
2017/7/16 17:32:52,6.8,1898,0,200
2017/7/16 17:32:59,35.6,1774,0,425
2017/7/16 17:33:05,56.6,1832,0,189
2017/7/16 17:33:11,27.4,1848,0,189
2017/7/16 17:33:17,38.8,1851,13.5,189
2017/7/16 17:33:23,11.2,1891,0,190
2017/7/16 17:33:29,100,1827,0,423
2017/7/16 17:33:35,4,1815,0,202
2017/7/16 17:33:41,25.8,1841,0,1
2017/7/16 17:33:47,12,1813,0,201
2017/7/16 17:33:53,1.2,1861,0,200
2017/7/16 17:33:59,9,1734,0,421
2017/7/16 17:34:05,2.4,1817,7,189
2017/7/16 17:34:11,5.2,1846,0,188
2017/7/16 17:34:17,4,1818,0,190
2017/7/16 17:34:23,15.6,1935,0,188
2017/7/16 17:34:29,7.6,1754,25,423
2017/7/16 17:34:35,26.8,1879,25,188
2017/7/16 17:34:41,17,1906,0,188
2017/7/16 17:34:47,6,1887,0,226
2017/7/16 17:34:53,17,1927,0,187
2017/7/16 17:35:00,98.2,1868,0,425
2017/7/16 17:35:06,3,1859,15,202
2017/7/16 17:35:12,30.2,1893,0,201
2017/7/16 17:35:18,6.6,1873,0,201
2017/7/16 17:35:24,16.2,1904,0,201
2017/7/16 17:35:32,37.2,1882,25,431
2017/7/16 17:35:38,4.8,1868,0,187
2017/7/16 17:35:44,31.8,1892,0,188
2017/7/16 17:35:50,76.6,1822,0,199
2017/7/16 17:35:56,12.6,1925,0,188
2017/7/16 17:36:02,100,1867,0,428
2017/7/16 17:36:08,8.4,1864,0,202
2017/7/16 17:36:14,45.2,1901,0,201
2017/7/16 17:36:20,19,1870,11.75,200
2017/7/16 17:36:26,13,1870,19,201
2017/7/16 17:36:33,28,1862,11.25,423
2017/7/16 17:36:39,10,1846,0,203
2017/7/16 17:36:45,14.4,1846,0,202
2017/7/16 17:36:51,21.6,1858,0,201
2017/7/16 17:36:57,6.6,1873,0,201
2017/7/16 17:37:04,41,1916,21.75,204
2017/7/16 17:37:10,73.2,1789,0,189
2017/7/16 17:37:16,1.4,1884,0,188
2017/7/16 17:37:22,20,1921,0,188
2017/7/16 17:37:28,2.6,1891,0,188
2017/7/16 17:37:34,4,1941,0,188
2017/7/16 17:37:40,31,1804,0,422
2017/7/16 17:37:45,18.2,1866,0,202
2017/7/16 17:37:52,12.4,1867,5.75,202
2017/7/16 17:37:58,40.8,1906,0,203
2017/7/16 17:38:04,8,1852,0,203
2017/7/16 17:38:10,20.8,1863,0,202
2017/7/16 17:38:16,5,1867,0,202
2017/7/16 17:38:23,34.8,1909,0,1
2017/7/16 17:38:29,29.2,1817,0,234
2017/7/16 17:38:35,85.8,1871,0,202
2017/7/16 17:38:41,39.2,1900,0,201
2017/7/16 17:38:47,13.4,1865,0,202
2017/7/16 17:38:55,90.2,1893,25,423
2017/7/16 17:39:01,4.8,1870,0,189
2017/7/16 17:39:07,24.6,1889,0,188
2017/7/16 17:39:13,3,1871,0,188
2017/7/16 17:39:19,9.6,1875,7.75,188
2017/7/16 17:39:26,28,1878,25,424
2017/7/16 17:39:32,0,1854,12,205
2017/7/16 17:39:38,68.4,1853,0,202
2017/7/16 17:39:44,6,1863,0,202
2017/7/16 17:39:50,10.4,1861,0,202
2017/7/16 17:39:59,100,1925,21,428
2017/7/16 17:40:05,6,1865,0,203
2017/7/16 17:40:11,26.2,1888,0,202
